seed	12026028	poultation_size	100	mean	3.0	sigma	40.0
evals	RosenbrockProblem vlaue
    1	64756915992.255569458007812
 1000	3027179406.673868179321289
 2000	241742990.978501200675964
 3000	43565754.664294652640820
 4000	3257468.900575979147106
 5000	500341.380455448874272
 6000	49430.967959358684311
 7000	8494.959742753917453
 8000	2577.327738221084473
 9000	998.972457607155320
10000	160.881384036026532
11000	91.034804634584106
12000	52.030305907544736
13000	44.530876096475829
14000	40.461831090872188
15000	38.937651756323248
16000	38.566967705656218
17000	38.229502209360746
18000	38.563530151763629
19000	38.639084271417040
20000	38.138864570058345
21000	37.885043511058733
22000	37.656857106682473
23000	37.065655075678215
24000	36.091105775765740
25000	36.558580954005137
26000	35.557290005387493
27000	35.407617251985663
28000	34.760472369955792
29000	35.166576037982288
30000	34.508306452299934
31000	34.002365477950519
32000	33.850375738768264
33000	33.371728388707162
34000	33.245442698192704
35000	32.698952374891590
36000	33.546807681087650
37000	32.751097943882129
38000	31.736913973479300
39000	31.828286421908675
40000	31.317941481081949
41000	30.928706638212809
42000	31.574727830821157
43000	30.229474548891218
44000	29.925293635732530
45000	29.656323187632985
46000	28.998639174685898
47000	28.665009217440591
48000	28.332711907731085
49000	28.721698992991332
50000	27.845466207608567
51000	27.630031541602982
52000	27.261153210760973
53000	27.209173295343142
54000	26.226823155880069
55000	25.837286316117254
56000	26.107648850155467
57000	25.298677033311012
58000	26.621387023314529
59000	24.371616598025646
60000	24.094974840441072
61000	24.289630412909258
62000	24.686027299134835
63000	23.718756875558082
64000	23.089088361600695
65000	23.142826190870373
66000	22.687120000275911
67000	22.003211186928180
68000	21.812537183565912
69000	21.378415399174465
70000	21.045258268846993
71000	20.642514772619883
72000	21.047236431193902
73000	20.527934881575479
74000	20.038202399393981
75000	19.914073772543361
76000	19.564967138647948
77000	18.915096093923172
78000	18.728633712286044
79000	18.303086942467740
80000	18.007380728976610
81000	17.881993076299647
82000	17.698332303368289
83000	17.271224195719075
84000	17.358645058102734
85000	17.077893372286873
86000	16.535540880260918
87000	15.993097562454375
88000	15.661451589054140
89000	16.199896092029405
90000	15.200962277757821
91000	14.395347298855697
92000	14.972308910790677
93000	14.237737302340687
94000	13.542064334020189
95000	14.146741097329372
96000	12.848518484393207
97000	13.000883573793152
98000	11.908186079493916
99000	11.948794094383805
100000	11.736225484559192
101000	11.173582263963608
102000	11.543819930076014
103000	11.657696114381686
104000	10.625075984353812
105000	10.305550344950156
106000	10.007251644710786
107000	10.372439040424945
108000	9.114396926132223
109000	8.534693421427066
110000	8.477570318482030
111000	8.082584928357026
112000	8.384778342878210
113000	7.659144475066587
114000	6.833736566438420
115000	6.816091268755037
116000	6.751830041376141
117000	5.998969744626725
118000	5.571785238219135
119000	5.985002250275587
120000	5.420503433571498
121000	4.804906361168708
122000	4.488278030565398
123000	4.450257778697436
124000	4.131579147124319
125000	4.203806394437288
126000	3.058349978983681
127000	2.940251727857243
128000	3.403213610514452
129000	2.100660707484017
130000	1.555823391068724
131000	1.653364868539668
132000	1.552017119787646
133000	1.165419178492661
134000	1.050718322830582
135000	0.911466343188248
136000	0.909067541668285
137000	0.448680254225085
138000	0.452128623918807
139000	0.183232729435205
140000	0.155832146284574
141000	0.065199350802540
142000	0.050497190141453
143000	0.041600794399533
144000	0.015989953993066
145000	0.007705805595348
146000	0.001922194573425
147000	0.001122054248393
148000	0.000368131642290
149000	0.000141610760969
150000	0.000030271155072
151000	0.000011107755688
152000	0.000003022318218
153000	0.000001187274981
154000	0.000000250797792
155000	0.000000096724940
156000	0.000000028084978
157000	0.000000010293179
158000	0.000000002757578
159000	0.000000001216990
160000	0.000000000381602
161000	0.000000000156861
162000	0.000000000037148
163000	0.000000000006434
164000	0.000000000003487
165000	0.000000000001126
166000	0.000000000000254
167000	0.000000000000092
167400	0.000000000000065
last result:	(0.9999999996452931,0.9999999950571744,0.9999999953267553,0.9999999983189447,0.9999999990916699,0.9999999962423853,0.9999999988103075,0.9999999955528129,0.9999999986404361,0.9999999978622957,0.9999999991282453,0.9999999995530269,1.0000000015509964,0.999999998152691,1.0000000030040772,1.0000000041849675,1.000000001973693,1.0000000039239247,1.0000000051378524,1.0000000024389117,1.0000000007539143,1.0000000008920145,1.0000000000341753,0.9999999986650632,0.9999999988231536,1.0000000011026777,1.0000000008933612,1.00000000177245,1.0000000008623835,1.0000000032444913,1.0000000020174857,1.000000000569986,0.999999998155517,1.0000000007216456,1.000000004260856,1.0000000009402903,1.0000000067124564,1.000000010597421,1.000000017263154,1.0000000327581955)
