 evals    EllipsoidProblem vlaue
 3000  452632.702492220501881
 6000  71729.963072098602424
 9000  18000.463648396584176
12000  5548.297470589443037
15000  3685.586022489680090
18000  2225.590954029220939
21000  1362.915347668337063
24000  609.784402831551915
27000  415.892790073435890
30000  159.749620441812567
33000  82.165586579180115
36000  46.190286461477605
39000  30.822292003475557
42000  11.549756231620430
45000  3.401086342195806
48000  0.837053533563984
51000  0.037906451889845
54000  0.003336713880217
57000  0.000032083749485
60000  0.000000000186695
62745  0.000000000000002
