seed	12026024	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	7120390589.086109161376953
 1000	1568871771.926961421966553
 2000	1990148123.486264705657959
 3000	367140761.362742543220520
 4000	523162016.891764223575592
 5000	421781050.076938152313232
 6000	192856306.675433844327927
 7000	213629844.016153007745743
 8000	138425198.391391247510910
 9000	68864786.184725642204285
10000	54581786.250867635011673
11000	18152541.780733838677406
12000	13096502.586293706670403
13000	4702985.796396142803133
14000	3225898.583995571825653
15000	2140368.550946328323334
16000	2449036.313588739372790
17000	1900226.839833083329722
18000	1924024.388012607814744
19000	1527793.983031653566286
20000	1487285.007986726239324
21000	574232.080910955672152
22000	471882.803327227884438
23000	494250.179668098862749
24000	284577.969373703410383
25000	169832.807310468284413
26000	178395.617339222400915
27000	148519.128658227156848
28000	139920.567404573055683
29000	127448.900485255013336
30000	126178.229270187352085
31000	77506.267688301508315
32000	49381.703070195733744
33000	46278.808700312554720
34000	28475.255396182874392
35000	27921.188835353277682
36000	21022.871819414605852
37000	16695.216997372663172
38000	16205.822171599425928
39000	12387.224950374848049
40000	9005.803547835048448
41000	6147.319208797748615
42000	5030.590396517350200
43000	3666.367410668482535
44000	3410.809965533135710
45000	3619.234701468601543
46000	2656.080777952653989
47000	2741.431221653922876
48000	3591.265496934184284
49000	1936.191903225743999
50000	1373.393609978738368
51000	952.670691990069713
52000	669.782107833330542
53000	717.301263678712189
54000	622.511829729095780
55000	406.619068396298815
56000	326.872479956276948
57000	213.113816888582647
58000	113.711842639008225
59000	54.696330840680275
60000	54.084920620287853
61000	22.548539552766826
62000	24.053245324686536
63000	9.522077100941042
64000	8.523556429015295
65000	4.519518969252440
66000	3.714619488020831
67000	1.813214800511709
68000	1.465843624573418
69000	0.756153517710439
70000	0.508608564090253
71000	0.297390567641177
72000	0.095580512357793
73000	0.069961151522593
74000	0.055007295100979
75000	0.029748731430131
76000	0.009674016214185
77000	0.007801145370004
78000	0.002064470112655
79000	0.001762053480913
80000	0.000819183002012
81000	0.000413373384931
82000	0.000159561819672
83000	0.000086487741879
84000	0.000040262361109
85000	0.000019889281086
86000	0.000013479575401
87000	0.000003970470643
88000	0.000002160303373
89000	0.000000796245859
90000	0.000000455170074
91000	0.000000252765095
92000	0.000000103993336
93000	0.000000039958479
94000	0.000000012375747
95000	0.000000013658436
96000	0.000000007934162
97000	0.000000003928665
98000	0.000000001494123
99000	0.000000000783148
100000	0.000000000454256
101000	0.000000000188756
102000	0.000000000053559
103000	0.000000000056402
104000	0.000000000025044
105000	0.000000000012081
106000	0.000000000006159
107000	0.000000000001352
108000	0.000000000001052
109000	0.000000000000516
110000	0.000000000000182
110700	0.000000000000074
last result:	(1.1349062954484267e-08,-2.9647091259722142e-08,1.508042924578774e-08,-4.7484688351027246e-08,-2.7808939336093943e-08,-7.2359904272728145e-09,-3.130571373217246e-08,-9.857688007052255e-09,-1.5702480209098902e-08,1.282018896496894e-10,-4.399764164066765e-09,-8.177519677396811e-09,3.936647457832342e-09,7.670400398172969e-10,-5.506968066971448e-09,-1.4598539150235464e-09,-1.0900661078627539e-09,-1.2305698046455577e-09,-6.420140941354741e-10,-6.539345024348834e-10,2.922820620627167e-10,7.43104500409966e-10,-1.4322688573289184e-09,-8.85178049662174e-12,6.068178007869357e-12,-1.681099380778721e-10,2.095564879740516e-10,-9.13397785934563e-10,3.414071219590042e-10,-4.88034602176168e-10,-2.320401107758147e-10,-2.6862113344782654e-10,2.7054718179587518e-11,3.703714750434035e-12,9.233544500640316e-11,-6.614129204865584e-11,-6.510917164815987e-13,-7.397506749603653e-12,2.929954737452941e-11,6.131464253872239e-12)
