seed	12026026	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16723.879068549485964
 1000	16593.292710429530416
 2000	16643.225358873631194
 3000	16714.480829659874871
 4000	16046.849620458067875
 5000	15915.286102957521507
 6000	16062.845750727816267
 7000	15666.977522319524724
 8000	14867.015701774864283
 9000	14417.052429292956731
10000	14234.112945189752281
11000	14123.178673404159781
12000	14098.312234459859610
13000	14082.158447271965997
14000	14077.255722617439460
15000	14076.508715559228222
16000	14076.019248969092587
17000	14075.954506433743518
18000	14075.929490023534527
19000	14075.922157749089820
20000	14075.919600483681279
21000	14075.919200423708389
22000	14075.918925698964813
23000	14075.918870162819076
24000	14075.918860839936315
25000	14075.918853540588316
26000	14075.918851687802089
27000	14075.918851312311745
28000	14075.918851109032403
29000	14075.918851057325810
30000	14075.918851044421899
31000	14075.918851041533344
32000	14075.918851040330992
33000	14075.918851040079971
34000	14075.918851040001755
35000	14075.918851039969013
36000	14075.918851039965375
37000	14075.918851039959918
38000	14075.918851039959918
39000	14075.918851039958099
40000	14075.918851039958099
41000	14075.918851039958099
42000	14075.918851039958099
43000	14075.918851039958099
44000	14075.918851039958099
45000	14075.918851039958099
46000	14075.918851039958099
47000	14075.918851039958099
48000	14075.918851039958099
49000	14075.918851039958099
50000	14075.918851039958099
51000	14075.918851039958099
52000	14075.918851039958099
53000	14075.918851039958099
54000	14075.918851039958099
55000	14075.918851039958099
56000	14075.918851039958099
57000	14075.918851039958099
58000	14075.918851039958099
59000	14075.918851039958099
60000	14075.918851039958099
61000	14075.918851039958099
62000	14075.918851039958099
63000	14075.918851039958099
64000	14075.918851039958099
65000	14075.918851039958099
66000	14075.918851039958099
67000	14075.918851039958099
68000	14075.918851039958099
69000	14075.918851039958099
70000	14075.918851039958099
71000	14075.918851039958099
72000	14075.918851039958099
73000	14075.918851039958099
74000	14075.918851039958099
75000	14075.918851039958099
76000	14075.918851039958099
77000	14075.918851039958099
78000	14075.918851039958099
79000	14075.918851039958099
79800	14075.918851039958099
last result:	(65.54786483107507,65.54786520574038,65.5478657170328,65.54786509007563,65.54786519399423,65.54786526425384,65.54786480901817,65.54786521174529,65.5478651016151,65.54786451943197,65.54786461756748,-124.82935658226566,65.5478660284444,65.54786477458886,65.54786482228533,-25.877417306950292,-124.82935696960133,-124.82935652614752,65.54786522693166,65.54786496369934,-124.82935662750685,65.54786433811093,65.54786496179995,65.5478647205785,-25.877417565450475,-25.877417132127334,-124.82935645470434,65.54786519824368,65.54786494025346,-25.877417201770456,65.54786518749316,65.54786441680142,65.54786484829665,65.54786511900366,65.54786600068822,65.5478647926051,65.54786579339674,65.54786536834906,65.54786493207072,65.54786432225382)
