seed	12026027	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16902.572177768637630
 1000	16604.006888318006531
 2000	16833.099595994761330
 3000	16699.690487591189594
 4000	16191.125213313758650
 5000	16660.417301004574256
 6000	16039.719809613112375
 7000	15366.971412497761776
 8000	14609.405254547596996
 9000	14209.813357388233271
10000	13753.250102784699266
11000	13435.790241815193440
12000	13391.508884941429642
13000	13374.906474202372920
14000	13367.391902996107092
15000	13366.048979316137775
16000	13365.543892271867662
17000	13365.457474345976152
18000	13365.420020014043985
19000	13365.409160218105171
20000	13365.404527257769587
21000	13365.400254410436901
22000	13365.399877556863430
23000	13365.399759203082795
24000	13365.399716409807297
25000	13365.399682629431481
26000	13365.399676424887730
27000	13365.399675685868715
28000	13365.399675306358404
29000	13365.399675182699866
30000	13365.399675132011907
31000	13365.399675116530489
32000	13365.399675113696503
33000	13365.399675112628756
34000	13365.399675112241312
35000	13365.399675112192199
36000	13365.399675112130353
37000	13365.399675112117620
38000	13365.399675112115801
39000	13365.399675112115801
40000	13365.399675112113982
41000	13365.399675112115801
42000	13365.399675112113982
43000	13365.399675112113982
44000	13365.399675112113982
45000	13365.399675112113982
46000	13365.399675112113982
47000	13365.399675112113982
48000	13365.399675112113982
49000	13365.399675112113982
50000	13365.399675112113982
51000	13365.399675112113982
52000	13365.399675112113982
53000	13365.399675112113982
54000	13365.399675112113982
55000	13365.399675112113982
56000	13365.399675112115801
57000	13365.399675112115801
58000	13365.399675112113982
59000	13365.399675112113982
60000	13365.399675112113982
61000	13365.399675112113982
62000	13365.399675112113982
63000	13365.399675112113982
64000	13365.399675112113982
65000	13365.399675112113982
65700	13365.399675112113982
last result:	(-124.82935610181603,65.54786521799817,65.54786544727042,-124.82935639590899,65.54786500883846,-124.82935619975272,65.54786495884039,65.54786456518293,-25.877417130393766,-124.82935618015077,-124.82935622546039,65.54786499209077,65.54786630335124,-124.82935646237075,65.54786543875151,-124.82935657073942,-124.82935707882967,203.8142527858252,65.54786545843982,-124.8293565590077,65.54786489589206,-124.82935614790455,65.54786495014181,65.54786418164561,-124.82935640371926,65.54786544632638,5.239199749284396,65.54786518556539,65.54786500795137,-25.87741640382365,65.54786498904987,-124.82935667678503,65.54786453735602,65.54786512608644,65.54786557808211,203.81425169796674,65.5478655750204,65.547865484275,65.54786523117151,65.54786576033433)
