seed	12026029	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16814.169779834301153
 1000	16800.021214144613623
 2000	17072.226725137254107
 3000	16371.188680596664199
 4000	16202.573072917330137
 5000	15547.247518788368325
 6000	14937.241991195280207
 7000	14591.722254585853079
 8000	14539.844531167878813
 9000	14454.528234969133337
10000	14417.955223644616126
11000	14414.489480469885166
12000	14413.661896272016747
13000	14412.244588623700110
14000	14412.018173820622906
15000	14411.884158246612060
16000	14411.870113742283138
17000	14411.855742411122264
18000	14411.852277402880645
19000	14411.850816965154081
20000	14411.850606369973320
21000	14411.850546723206207
22000	14411.850518542591089
23000	14411.850514664827642
24000	14411.850513305467757
25000	14411.850512751549104
26000	14411.850512702218111
27000	14411.850512659391825
28000	14411.850512645967683
29000	14411.850512643835827
30000	14411.850512641811292
31000	14411.850512641183741
32000	14411.850512641114619
33000	14411.850512641009118
34000	14411.850512640998204
35000	14411.850512640989109
36000	14411.850512640987290
37000	14411.850512640987290
38000	14411.850512640987290
39000	14411.850512640987290
40000	14411.850512640987290
41000	14411.850512640987290
42000	14411.850512640989109
43000	14411.850512640987290
44000	14411.850512640987290
45000	14411.850512640987290
46000	14411.850512640987290
47000	14411.850512640987290
48000	14411.850512640987290
49000	14411.850512640987290
50000	14411.850512640987290
51000	14411.850512640987290
52000	14411.850512640987290
53000	14411.850512640987290
54000	14411.850512640987290
54200	14411.850512640987290
last result:	(65.54786420457528,65.54786468930288,65.54786476722002,65.54786533621704,-25.87741748394978,65.54786574036739,65.54786446058309,65.54786564955731,-25.87741785258315,65.5478646182399,65.54786616885768,65.54786446243682,65.54786504026204,65.54786458888293,65.54786534600886,65.54786552800707,-25.877417176972948,-124.82935611473106,65.54786502092226,65.54786537812328,-25.877417763033492,65.5478654373975,65.54786448923329,65.54786566102413,65.54786557595799,-25.87741704893566,-25.87741702499853,65.54786586058637,65.54786442161715,65.54786436428286,65.54786514566743,65.5478651890097,-124.82935610833104,65.54786549903248,65.54786480606967,65.5478644992569,65.54786594150028,65.54786545091638,-25.87741773941381,-25.877417199807734)
