seed	12026021	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	5737216636.286422729492188
 1000	3588236176.632134437561035
 2000	123472296.860088393092155
 3000	99096934.975502014160156
 4000	147032506.824787408113480
 5000	31540015.174825783818960
 6000	11719427.410513775423169
 7000	10850626.689172191545367
 8000	3804967.105667751282454
 9000	1817027.816193372709677
10000	2033476.370350588578731
11000	1639754.743384009692818
12000	869161.969952719635330
13000	713285.016240555560216
14000	325013.465293898480013
15000	305398.049064301652834
16000	221759.131573007529369
17000	261774.413114124676213
18000	226227.860366078180959
19000	164286.588856895628851
20000	137425.014995639096014
21000	144491.719958564470289
22000	119980.333996998422663
23000	113409.573393701706664
24000	79518.561304119124543
25000	77251.820607544534141
26000	65672.902519547656993
27000	75270.395962423572200
28000	71354.184344704219257
29000	58746.240061018637789
30000	48761.122960393870017
31000	36347.855792723472405
32000	39887.082985888380790
33000	28122.643522587997722
34000	23718.241014721344982
35000	19663.680697155836242
36000	11336.630070996072391
37000	8708.343786390696550
38000	9039.356921814583984
39000	8041.386334900430484
40000	7033.265846871114263
41000	6054.342561123904488
42000	5772.265331183335547
43000	4543.951504929485054
44000	4353.585666390667029
45000	4010.974013103830657
46000	3060.637266590757463
47000	2910.201637666362330
48000	2400.510819348573932
49000	1901.478818093643213
50000	1641.289517353525980
51000	1391.357455989876826
52000	1247.481247278610454
53000	1096.210256759629601
54000	908.303379943018513
55000	525.627811364458012
56000	443.292422521053538
57000	203.362121776862978
58000	171.714564603330700
59000	141.587478585805400
60000	95.332573379931787
61000	87.185290723834598
62000	91.043091079407617
63000	55.936771325729694
64000	63.417862132040653
65000	25.375991770046404
66000	24.024772394676990
67000	10.753031535517335
68000	6.422193450510449
69000	4.623265946233827
70000	2.605771238726511
71000	1.441069295369777
72000	1.836894428394991
73000	0.483883492447964
74000	0.300229556201013
75000	0.072815645859740
76000	0.028087496770582
77000	0.015149503601296
78000	0.010679275252172
79000	0.004167689568298
80000	0.001872507597691
81000	0.000692354141000
82000	0.000273376291750
83000	0.000083944456939
84000	0.000022310880630
85000	0.000006974028160
86000	0.000002053914178
87000	0.000000395403026
88000	0.000000159699050
89000	0.000000049508014
90000	0.000000012832787
91000	0.000000004129297
92000	0.000000001351609
93000	0.000000000486157
94000	0.000000000157766
95000	0.000000000059925
96000	0.000000000012825
97000	0.000000000003191
98000	0.000000000001343
99000	0.000000000000277
100000	0.000000000000158
100700	0.000000000000037
last result:	(-8.444335612981351e-09,1.6717496499458294e-08,2.604033472853587e-08,-1.2109586542883304e-08,-2.294686613589915e-08,-1.8825118802802468e-09,4.736237844213612e-09,-1.059778347849756e-08,9.839392291741482e-09,-2.4058856765001215e-09,-2.7961855558441827e-09,-1.344053235613972e-09,-5.039558233502165e-09,-1.0465105320831608e-10,1.148336717994321e-09,2.7540135004230826e-09,-6.488247611386365e-10,-1.7701848183820138e-09,-3.539233239202163e-10,-3.711759875424631e-11,-1.4652487490396937e-09,-9.200553063721541e-11,-3.103922023903369e-10,2.728956687209552e-10,-1.415403840550597e-09,-9.663437338864948e-11,-5.073794906068189e-10,1.4900150853652705e-10,9.575701268003316e-11,-1.9634606346107868e-10,1.2796197428167646e-10,1.5678600313670388e-10,8.161225481569296e-11,4.2650834199219946e-12,-2.8101828219931363e-12,-9.471975976422681e-11,-3.128080810158563e-11,-4.823093918387211e-11,-2.7459444385524036e-11,-8.101462165232078e-13)
