seed	12026026	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	36712.620563898897672
 1000	12896.176666302235390
 2000	8873.783195825861185
 3000	3736.491646481595126
 4000	1199.984102908385921
 5000	868.833743483164767
 6000	738.686175979576092
 7000	670.117738619689021
 8000	523.308456132642618
 9000	429.330138840829761
10000	546.468944250226173
11000	531.360286243764563
12000	366.783786142024439
13000	484.430334341909656
14000	371.769528478996961
15000	383.151734602883153
16000	391.264049061982064
17000	490.421884480377798
18000	385.947527447664697
19000	360.829190814960782
20000	402.282538258337297
21000	416.753203418658757
22000	532.856409749495015
23000	415.526914436934817
24000	447.238324930941246
25000	416.990336767284703
26000	436.741238277642708
27000	538.504420730952688
28000	410.045362213739281
29000	421.041339191388033
30000	372.690516924370513
31000	348.166600888974926
32000	309.662867205330770
33000	296.803030943497276
34000	180.029747558137245
35000	79.928960947002508
36000	73.488559961259980
37000	54.467905333662330
38000	43.039984914821744
39000	31.288005130532142
40000	27.652927925048893
41000	26.330317030509029
42000	25.428692407678334
43000	25.352745755929959
44000	25.020220587447273
45000	24.918608342602283
46000	24.888470150725524
47000	24.886764003984240
48000	24.877777240036586
49000	24.877001787897605
50000	24.874714230318425
51000	24.874524889202668
52000	24.874211281074146
53000	24.874056362494041
54000	24.873996972477201
55000	24.873976802862423
56000	24.873970590709884
57000	24.873966290757242
58000	24.873962504581201
59000	24.873962458713805
60000	24.873961601460760
61000	24.873961466785868
62000	24.873961380498407
63000	24.873961360128149
64000	24.873961331672376
65000	24.873961322523627
66000	24.873961318829529
67000	24.873961316996706
68000	24.873961314799324
69000	24.873961314270566
70000	24.873961314098846
71000	24.873961313969062
72000	24.873961313930021
73000	24.873961313890813
74000	24.873961313882774
75000	24.873961313878397
76000	24.873961313876215
77000	24.873961313875967
78000	24.873961313875395
79000	24.873961313875256
80000	24.873961313875235
80000	24.873961313875235
last result:	(6.15306824380752e-10,-2.374904120111312e-09,2.551625245264409e-09,6.430209948779789e-09,-4.203756190562575e-09,-1.0764668636354544e-09,-1.9899122303052892,5.070972772025921e-09,-0.9949586383148491,0.9949586380672931,-0.9949586397208262,-0.9949586444979658,-9.805274317519719e-09,0.9949586397609925,6.600662331243619e-09,1.310529436484783e-08,0.9949586386286966,-1.9899122311635535,0.9949586361901724,-0.9949586426937739,-6.112071520391974e-11,0.9949586409556914,5.571209722346553e-09,-3.0177944881544543e-09,-1.8610695540344214e-09,-1.674498901878972e-09,0.9949586314439179,5.1832725067096375e-09,-6.869231661600877e-09,-2.0804153378575642e-09,-0.9949586430690374,0.9949586314980878,-1.393566623655779e-09,6.724059567849501e-10,-0.9949586423818206,-5.0632098417432075e-09,-3.5579104090146994e-09,2.295403155240313e-09,8.9160830204471e-09,1.9899122410545729)
