seed	12026022	poultation_size	100	mean	-8.034288669780602e-10	sigma	40.0
evals	RastrginProblem vlaue
    1	53313.376241891099198
 1000	25814.745587873898330
 2000	8999.108252522075418
 3000	4845.227167286271651
 4000	2071.362400518055892
 5000	1385.883823790991755
 6000	675.896301159198515
 7000	611.495036942957199
 8000	468.925315580766778
 9000	469.437398751765500
10000	376.348266912615316
11000	398.232415805406106
12000	459.347746737473244
13000	433.319052405633784
14000	412.063662914610688
15000	430.135751949245730
16000	425.452994972069405
17000	481.319249902023159
18000	474.777872479278756
19000	378.233499553338163
20000	374.553595984884510
21000	402.860279194295686
22000	446.863859324198586
23000	402.081189658411120
24000	312.006240961745050
25000	423.172840783769345
26000	465.506423411811113
27000	412.656934574705247
28000	300.390241832631204
29000	383.763720383074144
30000	284.130250555705857
31000	262.366812076605925
32000	187.396553509417799
33000	153.694519363409370
34000	108.118256415773232
35000	44.112048864726972
36000	36.825823308983466
37000	25.709030516487736
38000	21.823520725469276
39000	17.603608337330982
40000	17.208281886019432
41000	16.379965175341887
42000	16.102691741933924
43000	15.981984709866795
44000	15.946600758462083
45000	15.929210784039082
46000	15.922896620728718
47000	15.922328234282395
48000	15.920846301023737
49000	15.920296101434367
50000	15.919628806914181
51000	15.919459930278073
52000	15.919407247324866
53000	15.919380740150487
54000	15.919352972910003
55000	15.919343296649407
56000	15.919343960380232
57000	15.919341791318631
58000	15.919340538561746
59000	15.919340265159500
60000	15.919340099637337
61000	15.919339967911938
62000	15.919339901181980
63000	15.919339886372947
64000	15.919339882445316
65000	15.919339877735670
66000	15.919339877187975
67000	15.919339876933625
68000	15.919339876080210
69000	15.919339875856938
70000	15.919339875735783
71000	15.919339875712948
72000	15.919339875692822
73000	15.919339875678236
74000	15.919339875676362
75000	15.919339875674737
76000	15.919339875674217
77000	15.919339875674281
78000	15.919339875673820
78100	15.919339875673787
last result:	(-3.4417628028523896e-09,-9.240454596949394e-09,-0.9949586335183331,-0.9949586332902135,-2.2179457361337113e-09,8.436716592990667e-09,1.989912232874301,3.958838657539114e-09,7.841678873377447e-09,1.9444153011732287e-09,0.9949586350012489,-1.8917917380075176e-09,-2.121109035855347e-09,8.020047469742488e-09,-4.176097418115746e-10,-6.319538153392652e-10,4.903763447088974e-09,0.9949586423303696,3.681629575078034e-09,-8.139605110088797e-10,7.414465661638654e-09,6.321225853761656e-09,8.035575966822607e-09,-3.6072520531172266e-09,0.9949586398585607,-0.9949586317323394,6.620453369594278e-09,-0.9949586359264394,0.9949586440090762,2.782220745265673e-09,1.2801182470308426e-10,0.9949586311664416,0.9949586360104833,8.682177392323878e-09,0.9949586370071516,-3.4122834170565043e-09,-1.2116396647213208e-09,0.9949586275021733,-2.3057637358687496e-09,-5.99325377664873e-09)
