seed	12026030	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	64387.426263589411974
 1000	18805.870658882500720
 2000	4932.792362380182567
 3000	2092.161018800746660
 4000	694.301067937631956
 5000	502.789285334824285
 6000	417.271769376959526
 7000	502.186528319265733
 8000	531.293755683123209
 9000	444.238714078013345
10000	476.968683616219664
11000	411.166011015072115
12000	385.271806698975524
13000	453.867351724658647
14000	482.162058831693798
15000	478.092435536902371
16000	444.169643900919027
17000	453.710222754435904
18000	536.646975668348659
19000	419.847367115082307
20000	420.312440571441527
21000	480.532693813209050
22000	371.652961554566502
23000	448.726895715406044
24000	461.914863730594334
25000	453.637067650186964
26000	412.079648844401561
27000	485.489222572191466
28000	345.908471668663537
29000	267.457794889634101
30000	194.572418794820294
31000	58.774922685945981
32000	38.208062149297703
33000	24.591361341384378
34000	19.194135215879818
35000	16.481474234197144
36000	16.218071440535557
37000	16.017785884787308
38000	15.948956789217565
39000	15.929433369202892
40000	15.921123360217576
41000	15.920161757284815
42000	15.919702025219149
43000	15.919413063777478
44000	15.919365672520453
45000	15.919354283080988
46000	15.919348655484242
47000	15.919346112659888
48000	15.919345237280934
49000	15.919344983101862
50000	15.919344935833587
51000	15.919344919549193
52000	15.919344915578669
53000	15.919344914059634
54000	15.919344913722881
55000	15.919344913558847
56000	15.919344913512477
57000	15.919344913495348
58000	15.919344913493541
59000	15.919344913492855
60000	15.919344913492735
60500	15.919344913492706
last result:	(-7.280645610801773e-10,0.9949586349128274,1.3579087658365347e-09,-9.794910388170796e-10,4.010862211545816e-10,0.9949586394991113,-3.2698690103376637e-09,-0.9949586344347616,2.4114946591328694e-09,-0.9949586360008181,-2.0326024504327657e-10,-0.9949586378794855,1.1049016254044773e-11,0.9949586357513945,-0.9949586362146907,0.9949586355326003,-0.9949586324749505,-2.1689589334751416e-10,-0.9949586370722923,-2.586450001439693e-09,0.9949586373721574,-0.9949586350783729,-0.9949586380109132,0.9949586387380809,-1.9133963036919748e-10,-5.851888859051747e-11,6.412099584553289e-09,2.3929308909983054e-10,-2.0678739184799658e-10,0.9949586365728389,-1.4648709669638866e-09,-1.7633968676935149e-09,0.9949586390000754,2.281853787826468e-09,2.5263470250982905e-09,-3.495653635930434e-10,3.351394461480275e-09,2.371526016214117e-09,-7.024527305003345e-10,-2.1713613995616926e-09)
