seed	12026025	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	55237.567838100978406
 1000	16937.054971443179966
 2000	6062.524823194788041
 3000	2103.530587286613354
 4000	902.232192149601246
 5000	432.468224829372218
 6000	410.075575446095343
 7000	527.898956689970532
 8000	415.002407496303988
 9000	411.079742787980706
10000	425.111643896886449
11000	302.906577331496408
12000	240.737089093845981
13000	124.284180923835322
14000	38.935557580647767
15000	23.961879900743085
16000	12.629407789325860
17000	8.521512059364401
18000	8.266159666581281
19000	8.092097206669425
20000	8.002325704190532
21000	7.968822783003695
22000	7.963499910252342
23000	7.960746418763017
24000	7.959894274657376
25000	7.959797691479245
26000	7.959697294772939
27000	7.959681848702163
28000	7.959674383068224
29000	7.959673091737717
30000	7.959672704831105
31000	7.959672615290938
32000	7.959672501550980
33000	7.959672465833281
34000	7.959672459723661
35000	7.959672457615405
36000	7.959672457087244
37000	7.959672456810576
38000	7.959672456771072
39000	7.959672456758955
40000	7.959672456749276
41000	7.959672456746741
42000	7.959672456746464
43000	7.959672456746397
43100	7.959672456746363
last result:	(5.583775678876257e-10,0.9949586340850187,-2.3953710535989265e-09,-1.2873175679237578e-09,3.4873971020561697e-10,-1.1940505883857748e-09,5.353951383098934e-10,9.471259294003994e-10,-0.9949586391894029,-1.487652043821602e-09,-1.0804544634161144e-09,5.048679377567847e-10,-8.44017395363818e-10,0.9949586352668737,-2.6263182338489986e-09,-1.560539845332824e-09,3.56544535268057e-10,0.9949586361718105,-1.990844887640141e-09,-4.904776398047967e-10,-1.906008103303895e-09,-1.1263252938901226e-09,1.8085327423756184e-09,1.6184242560166988e-09,-0.9949586388859911,-0.9949586351325158,-2.3415043974033655e-09,-4.797053897275127e-09,-3.327320306477562e-09,-2.6385696548473713e-09,1.218221511421362e-09,8.631285274032838e-10,4.644636425564993e-10,2.0940188902805904e-09,-0.9949586386228745,0.9949586392297248,-2.3884220144064014e-09,-2.5152504262751123e-09,-2.205575233052812e-09,-3.528278701402069e-09)
