seed	12026027	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16902.572177768637630
 1000	16870.119850261580723
 2000	16704.930772456871637
 3000	16560.313481467197562
 4000	16373.084437821447864
 5000	16273.614740802289816
 6000	16015.659701295615378
 7000	15810.668715714906284
 8000	15553.278507842273029
 9000	15134.468784773984225
10000	14932.214992070415974
11000	14661.973912355158973
12000	14579.429395023787947
13000	14592.178674686285376
14000	14535.329569634823201
15000	14512.147026979013390
16000	14498.819971415123291
17000	14497.256505296598334
18000	14493.810862861093483
19000	14493.721493385333815
20000	14492.033398568468328
21000	14491.146134928252650
22000	14490.958736255555777
23000	14490.873564923444064
24000	14490.829301019832201
25000	14490.793493653742189
26000	14490.785721292513699
27000	14490.782671945409675
28000	14490.782176758955757
29000	14490.781359909855382
30000	14490.781158960446191
31000	14490.780970772888395
32000	14490.780919995539080
33000	14490.780898711742338
34000	14490.780882252791343
35000	14490.780880291344147
36000	14490.780875806576660
37000	14490.780874934955136
38000	14490.780874707790645
39000	14490.780874322885211
40000	14490.780874193653290
41000	14490.780874118681822
42000	14490.780874092712111
43000	14490.780874058333211
44000	14490.780874043837684
45000	14490.780874041358402
46000	14490.780874039051923
47000	14490.780874038220645
48000	14490.780874037702233
49000	14490.780874037543981
50000	14490.780874037316607
51000	14490.780874037269314
52000	14490.780874037236572
53000	14490.780874037231115
54000	14490.780874037229296
55000	14490.780874037227477
56000	14490.780874037223839
57000	14490.780874037225658
58000	14490.780874037223839
59000	14490.780874037223839
60000	14490.780874037223839
61000	14490.780874037223839
62000	14490.780874037223839
63000	14490.780874037223839
64000	14490.780874037223839
65000	14490.780874037223839
66000	14490.780874037223839
67000	14490.780874037223839
68000	14490.780874037223839
69000	14490.780874037223839
70000	14490.780874037223839
71000	14490.780874037223839
72000	14490.780874037223839
73000	14490.780874037223839
74000	14490.780874037223839
75000	14490.780874037223839
76000	14490.780874037223839
77000	14490.780874037223839
78000	14490.780874037223839
79000	14490.780874037223839
80000	14490.780874037223839
80000	14490.780874037223839
last result:	(-25.87741711225681,65.54786527294844,65.54786493565543,65.54786552151089,65.5478652927982,65.54786504730338,65.54786557012783,65.54786515014828,65.54786489163445,65.54786547703304,65.5478651869045,-25.87741793953744,65.5478649789443,65.54786522789146,65.54786457607484,-25.877417722399073,65.54786446032121,65.54786522591331,65.54786503727657,65.54786494411718,65.54786459856304,65.54786560988684,65.54786539086467,65.54786521755949,65.54786579232385,65.5478656649049,65.54786545199808,-25.87741680243047,65.54786430008802,65.5478655561448,65.54786456902784,65.54786509215602,65.54786573856539,65.54786423483105,65.54786490963079,-25.877417649445675,65.54786468943595,65.54786432366538,-25.87741823764603,-25.877417515804307)
