seed	12026022	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	55050.244064173923107
 1000	18410.263579929007392
 2000	3298.698207650790664
 3000	1719.986850094969668
 4000	752.246706532396956
 5000	551.943382936566650
 6000	418.581313815418241
 7000	415.054890376286266
 8000	374.237572586277452
 9000	369.864668364173326
10000	354.611090646859282
11000	344.758272047932451
12000	360.713770498250483
13000	278.248692419424287
14000	102.117748604305888
15000	55.980590177387491
16000	30.013337128195431
17000	20.675042576086522
18000	18.422311989059764
19000	18.163045848458594
20000	18.003890958974580
21000	17.918405398578720
22000	17.913545707065040
23000	17.910939756753237
24000	17.909927350787441
25000	17.909353797607768
26000	17.909304989252799
27000	17.909271297954774
28000	17.909265634681724
29000	17.909264229598520
30000	17.909263277350313
31000	17.909263085358639
32000	17.909263046134637
33000	17.909263033570660
34000	17.909263029810909
35000	17.909263028116655
36000	17.909263027863339
37000	17.909263027714907
38000	17.909263027693555
39000	17.909263027682229
40000	17.909263027680527
41000	17.909263027679597
42000	17.909263027679344
42600	17.909263027679287
last result:	(0.9949586356321081,-4.0437867320152476e-09,-1.9310976473018756e-09,-0.9949586418824106,-0.9949586368645912,-1.7648138777149588e-09,-0.9949586398412756,5.292108701081603e-11,-0.9949586367187017,0.9949586348880567,-2.8161332144300298e-09,4.757092552007603e-09,-0.9949586369647982,-0.9949586379950438,-0.9949586362199289,-2.3792882172747115e-09,1.0160635971112874e-09,-1.9779016958090908e-10,-0.9949586399801192,-3.383068839446485e-09,-0.994958634269629,1.6373916054031417e-09,1.1929584366949768e-09,0.9949586354854218,-1.701318808906804e-09,1.0384563658281922e-09,0.9949586387113069,-3.2191297820883007e-09,-0.994958637431728,-0.9949586389897899,-0.9949586350547411,0.9949586390623378,0.9949586319827421,-2.7886333556978773e-09,1.946028455658743e-09,-3.755155217025293e-09,2.128004630272056e-09,1.9412694150607476e-09,2.1106606571051275e-09,8.613522279046983e-10)
