seed	12026026	poultation_size	100	mean	3.0	sigma	40.0
evals	RosenbrockProblem vlaue
    1	8283890414.206453323364258
 1000	895758875.080355644226074
 2000	381662490.154034137725830
 3000	25377558.528640735894442
 4000	1461820.451036787359044
 5000	86453.028088989987737
 6000	58370.458088719562511
 7000	33037.168144811956154
 8000	6233.561802282079043
 9000	1545.712704032331430
10000	322.104905520821262
11000	73.115397424755471
12000	62.629651504261282
13000	50.113958997120662
14000	39.262722057907162
15000	38.638754335622167
16000	38.196576619321704
17000	38.042858648699344
18000	38.036626997494956
19000	37.962282729490568
20000	37.175014569067379
21000	36.998833469406605
22000	36.622676652064854
23000	36.341492278495544
24000	36.241627918140104
25000	36.107341163166247
26000	35.144065958405740
27000	35.334956262610618
28000	35.077434750160592
29000	34.212266091218247
30000	34.043654484320314
31000	33.659580276432763
32000	33.096210373899488
33000	32.870248290289403
34000	32.671875845125470
35000	32.632116054633975
36000	32.408688893544898
37000	32.100012576950178
38000	32.661021901426452
39000	31.086826872420652
40000	30.935360976059119
41000	30.560425830361886
42000	29.670724247250376
43000	30.345295637081833
44000	29.314520088785251
45000	29.072831249988440
46000	28.583474772055567
47000	28.938007499581797
48000	27.735679845945207
49000	28.213687087244612
50000	27.478919204089291
51000	27.368710379884167
52000	27.551743823004994
53000	26.681955979346547
54000	25.857358527710680
55000	25.586606642898808
56000	25.635904036364277
57000	25.618236820347523
58000	24.616586722471833
59000	24.728922559662195
60000	23.982021889964663
61000	23.758706045910952
62000	23.853185275365568
63000	24.085319998276926
64000	22.947694576240810
65000	22.928767460762412
66000	23.291266518804687
67000	23.237477225802916
68000	21.788981706961405
69000	21.954948577393097
70000	21.375878595941831
71000	20.513003016147984
72000	20.972333911372989
73000	19.588121068697966
74000	19.303751389538299
75000	18.877938199557516
76000	18.512373052039415
77000	18.998492311260964
78000	17.964369375867129
79000	17.643065796583578
80000	17.377782126716593
81000	16.882444670464551
82000	16.796099045848084
83000	16.535330644538014
84000	15.959121228590240
85000	15.547497808871414
86000	16.949670260076172
87000	15.369901849093219
88000	14.828561267356427
89000	15.683703619117564
90000	14.156916815185536
91000	14.170539190774292
92000	13.814923059747130
93000	13.124482008399655
94000	13.555542299381973
95000	12.975784136881931
96000	13.249557125349559
97000	12.511308774979298
98000	12.012186839835648
99000	11.681226257244546
100000	11.207717918794589
101000	10.575152649707634
102000	10.088945747839821
103000	9.880790971016431
104000	9.654580585329876
105000	9.515255753518378
106000	9.404786346889651
107000	9.051373247105376
108000	8.386479747845389
109000	8.680142932227383
110000	8.042787477035333
111000	7.246541436593904
112000	7.623722225989813
113000	6.758713008449633
114000	6.866653579524472
115000	6.419857121678860
116000	6.242369092532072
117000	5.837581362215325
118000	5.134015450146234
119000	6.323833394128916
120000	4.534869798041396
121000	3.830945489171151
122000	4.404115107806142
123000	3.399766505584191
124000	3.361090325961433
125000	2.534270052952732
126000	2.468304628634002
127000	1.951259129058664
128000	1.960401912247878
129000	1.777503691723544
130000	1.794472016778011
131000	0.999375432765355
132000	0.788243750476297
133000	1.001952048639817
134000	0.729334981981741
135000	0.535007480447894
136000	0.412170684591409
137000	0.438880581655920
138000	0.229839518381808
139000	0.125246490259818
140000	0.129876344987061
141000	0.048622012577991
142000	0.019334929247537
143000	0.013719688449348
144000	0.004427882677735
145000	0.001773339636198
146000	0.000787616873682
147000	0.000234833220309
148000	0.000078288527920
149000	0.000019635284367
150000	0.000003415744141
151000	0.000002042013895
152000	0.000000523732298
153000	0.000000210213323
154000	0.000000052030833
155000	0.000000009619907
156000	0.000000003176895
157000	0.000000000582847
158000	0.000000000202978
159000	0.000000000075356
160000	0.000000000012198
161000	0.000000000003394
162000	0.000000000001889
163000	0.000000000000336
164000	0.000000000000122
164900	0.000000000000032
last result:	(1.0000000020831599,1.0000000004306333,0.9999999998366291,1.0000000003893188,0.999999999186959,0.9999999975981708,0.9999999984920046,0.9999999969141194,0.9999999991875665,0.9999999999902505,1.0000000004514535,1.0000000003033471,0.9999999998731881,1.000000002752725,0.9999999997301728,0.9999999991474705,1.0000000001091973,1.00000000095982,1.0000000015824604,1.0000000015806492,0.9999999987938508,0.9999999992331206,0.999999999795728,1.0000000013040262,1.0000000010216237,0.9999999978152124,0.9999999963909246,0.9999999997025681,1.0000000015909356,0.9999999995695689,0.9999999965710952,0.9999999991182548,1.0000000000503866,0.9999999975040371,0.9999999972227017,0.9999999992700356,0.999999996510129,0.9999999943249239,0.9999999873543678,0.9999999746195819)
