seed	12026023	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	3175600654.396100997924805
 1000	1336626645.512259960174561
 2000	371103143.896475255489349
 3000	691248294.788972854614258
 4000	434319440.929563581943512
 5000	113637373.054601028561592
 6000	68295296.309260934591293
 7000	38766824.952841244637966
 8000	10938766.664023216813803
 9000	15430112.543752131983638
10000	7012213.672064861282706
11000	2584996.344462559558451
12000	1679541.481822809437290
13000	1733547.328952028648928
14000	1287796.188944711117074
15000	949401.283230528002605
16000	862754.993997256737202
17000	742758.462913355673663
18000	579684.788576636114158
19000	408052.112085495376959
20000	426017.646360816957895
21000	272767.766367403848562
22000	195554.509684073069366
23000	160136.964423896861263
24000	149289.114191823813599
25000	116165.509379080918734
26000	93832.444847981227213
27000	42489.351220112715964
28000	33716.245904867937497
29000	33069.067530528409407
30000	27412.986486017227435
31000	27669.696436334041209
32000	27222.329284127423307
33000	25273.466797786717507
34000	19778.812841182778357
35000	15573.152136537415572
36000	15282.494074606232971
37000	15033.936568575938509
38000	11560.984534912187883
39000	14717.798194722523476
40000	10708.126735628511597
41000	9375.915363566586166
42000	8907.740043742864145
43000	11755.825598401597745
44000	7536.925226282281983
45000	6573.366772311194836
46000	3270.361039627681293
47000	2316.522668643522593
48000	1566.254489110050372
49000	1344.269532664810868
50000	1402.528194448377008
51000	843.300661755661963
52000	557.685411202106707
53000	328.889676649556179
54000	168.553685869157079
55000	147.796556751342962
56000	105.020749632972439
57000	72.120980980379670
58000	40.499093719033119
59000	30.412754661955940
60000	24.907925295339219
61000	10.308820142066047
62000	12.176917848536498
63000	7.842562499020925
64000	2.091829761429647
65000	1.625635887761971
66000	0.951774234687819
67000	0.655871893428424
68000	0.388824587274193
69000	0.258587640685179
70000	0.284616789663772
71000	0.203084645822594
72000	0.120944100640798
73000	0.049976030348668
74000	0.033307256426432
75000	0.023603729708475
76000	0.008647177645708
77000	0.005484855659728
78000	0.001830386958050
79000	0.000504678149043
80000	0.000099264570944
81000	0.000022108069027
82000	0.000007349729788
83000	0.000002621767580
84000	0.000001169312551
85000	0.000000215155932
86000	0.000000070447385
87000	0.000000024688265
88000	0.000000010203018
89000	0.000000001952111
90000	0.000000001092405
91000	0.000000000215858
92000	0.000000000059320
93000	0.000000000035229
94000	0.000000000009571
95000	0.000000000003929
96000	0.000000000001201
97000	0.000000000000286
98000	0.000000000000104
98600	0.000000000000036
last result:	(-3.1809475652145714e-08,-4.718965147214914e-09,2.361162285124767e-08,1.633300148681055e-08,1.5352170216867303e-08,1.3750421009281228e-09,-1.3046490142291229e-08,-2.0717858778602366e-09,3.40342404186914e-09,6.539888273804889e-09,-7.0824290880732215e-09,9.76127001606086e-09,-4.645077948448743e-10,1.5535114505499188e-09,4.633379397130203e-09,-2.6455808208504924e-09,1.1122364412724864e-09,8.03893446863523e-10,1.4226935365687082e-09,6.825378220653724e-10,1.633318665999398e-10,-1.129156767046693e-09,-5.370447269819741e-10,-3.9945322162548194e-10,2.0850944609505847e-10,-3.5821180745991693e-10,1.0338085508755706e-10,2.194576141844448e-10,-4.4697042556959925e-10,2.3870764835502766e-10,1.962844538182527e-10,9.119085629771123e-11,3.446247507413295e-11,-8.649156211504204e-11,-6.324738210323792e-11,-6.227444208663103e-11,3.379867460220868e-12,-2.0031093465326484e-11,-1.1542714860081299e-11,6.719992684794268e-12)
