seed	12026022	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16390.021005587703257
 1000	16816.565763263912231
 2000	16468.162089190856932
 3000	16378.214641583057528
 4000	16100.536131065724476
 5000	15555.316188320164656
 6000	15029.560992555707344
 7000	14904.062553498008128
 8000	14702.442909347657405
 9000	14619.856339373791343
10000	14581.175099578415029
11000	14573.331126714565471
12000	14571.590994233401943
13000	14570.397199077393452
14000	14569.980199942448962
15000	14569.928385313342005
16000	14569.901748565791422
17000	14569.888539379231588
18000	14569.885599600705973
19000	14569.885159513745748
20000	14569.885007876184318
21000	14569.884928140862030
22000	14569.884923092507961
23000	14569.884919574067681
24000	14569.884918206413204
25000	14569.884917628975018
26000	14569.884917561666953
27000	14569.884917508217768
28000	14569.884917497325659
29000	14569.884917495794070
30000	14569.884917494560796
31000	14569.884917494273395
32000	14569.884917494218826
33000	14569.884917494204274
34000	14569.884917494198817
35000	14569.884917494196998
36000	14569.884917494198817
37000	14569.884917494196998
38000	14569.884917494196998
39000	14569.884917494196998
40000	14569.884917494196998
41000	14569.884917494196998
42000	14569.884917494196998
43000	14569.884917494196998
44000	14569.884917494196998
45000	14569.884917494196998
45200	14569.884917494196998
last result:	(65.54786510420708,65.54786505526504,-25.87741864305409,65.54786477264946,65.54786526720149,65.54786541667484,65.5478645454799,65.54786466967009,65.54786464076895,65.54786542259735,65.54786465907928,65.54786550935563,65.5478650576814,-25.87741805597328,65.54786488411895,-25.877417543330246,65.54786563936779,65.54786584029816,65.54786454797036,65.54786619270776,65.54786608135774,65.5478652008007,65.54786617211158,65.54786499277961,65.54786535312697,65.54786529628491,65.54786420443475,-25.877417709719854,65.5478650363868,-25.87741677174591,-25.877416744740486,65.54786497707386,-25.877417697879597,-25.877416928428445,65.54786499218326,65.5478645883803,-25.877418019434806,65.5478655217841,65.54786495553388,65.54786474315094)
