seed	12026028	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	5830129434.612276077270508
 1000	2428687300.804519653320312
 2000	2911029365.449820518493652
 3000	609104729.417557239532471
 4000	460908117.598629951477051
 5000	328517835.301998198032379
 6000	49998875.792532168328762
 7000	87051959.557269051671028
 8000	108930575.386860609054565
 9000	42122653.879898563027382
10000	18432048.684226900339127
11000	14891585.497651163488626
12000	5325008.032140195369720
13000	6811850.509187701158226
14000	4171392.260188607033342
15000	2297124.796082179527730
16000	1180799.985531565733254
17000	723515.368804840487428
18000	704579.895053489133716
19000	525722.322480837465264
20000	466697.152675567078404
21000	423206.083021124475636
22000	343301.654132143303286
23000	266299.939260453451425
24000	232620.282588930451311
25000	236143.794186926999828
26000	119157.314074755384354
27000	111746.880298363845213
28000	86273.004216171597363
29000	70127.072301088381209
30000	60256.692504893020669
31000	58861.540154905764211
32000	52243.620655941871519
33000	46858.119280433085805
34000	43442.807134963164572
35000	29330.757633042911039
36000	28802.292373787448014
37000	22822.813963844058890
38000	20425.483965007086226
39000	22239.852642797497538
40000	22945.260774406353448
41000	22849.544415338910767
42000	12053.141689461890564
43000	14085.173709295955632
44000	6131.539621743970201
45000	4784.128766558590542
46000	3621.348837048237783
47000	2439.051300598797297
48000	1696.611941846498894
49000	3012.568922140937957
50000	1871.602046549165379
51000	1228.679307794999659
52000	1048.516735279165232
53000	1106.189687850479459
54000	575.479493958766056
55000	548.017561917830449
56000	494.560568085506418
57000	262.179359032777256
58000	378.342657902331894
59000	186.018835438951243
60000	88.784860983017722
61000	60.942632808082926
62000	46.622269288186189
63000	25.837134668984028
64000	21.994382962132907
65000	17.649816180400848
66000	9.623163964828617
67000	6.615462739642247
68000	5.293078358557525
69000	3.322349662947915
70000	2.481238144104042
71000	1.269691390238968
72000	0.798085326779332
73000	0.316099617742464
74000	0.202988219322408
75000	0.170817547953445
76000	0.084640350187434
77000	0.054889889442250
78000	0.031934034164494
79000	0.007604438441700
80000	0.006283782094848
81000	0.002591337370771
82000	0.001162399194273
83000	0.000552811839998
84000	0.000315886181944
85000	0.000200283530548
86000	0.000110899836498
87000	0.000030241892865
88000	0.000012205474852
89000	0.000006479782258
90000	0.000003162812394
91000	0.000001156823557
92000	0.000001084224431
93000	0.000000415991619
94000	0.000000102880861
95000	0.000000048497308
96000	0.000000028710658
97000	0.000000009684030
98000	0.000000002782067
99000	0.000000002025602
100000	0.000000000685565
101000	0.000000000355883
102000	0.000000000182315
103000	0.000000000062529
104000	0.000000000045414
105000	0.000000000031554
106000	0.000000000012952
107000	0.000000000007689
108000	0.000000000002060
109000	0.000000000000964
110000	0.000000000000339
111000	0.000000000000193
111600	0.000000000000177
last result:	(1.9090067095677992e-08,2.516839915879367e-08,-1.3901188794560737e-08,3.516136925659764e-08,3.639665975446404e-08,3.484833451882036e-08,-1.7555698389210347e-08,9.882445969881532e-09,3.1711255946721688e-09,-1.1163663046641732e-08,9.018719325663243e-09,-2.8824364334207676e-10,-4.828612616397252e-09,-1.0353228205655285e-08,-2.791750792597911e-09,1.1337434011352757e-09,1.5413155488968405e-09,4.036312096011459e-09,3.5399241092033488e-09,-1.8548197165017146e-09,-3.318515791781093e-10,8.719680561976192e-11,3.704343266719004e-09,-5.969672092890415e-10,1.721708276921705e-10,2.5776036229111245e-10,-3.6866565222929527e-10,-7.20317784363608e-10,-1.0369716981484252e-09,6.826163472880728e-10,5.660370283714489e-10,-4.651739520315328e-10,3.6499383202434246e-11,-2.4029667572583104e-10,-6.54664220634034e-11,-4.5443088297385194e-11,2.2223146420874067e-11,5.1066068019530693e-11,-6.386622180466193e-11,-1.5828626362413237e-11)
