seed	12026021	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	85826.332987460744334
 1000	17448.655171007842000
 2000	3818.239588137490045
 3000	1813.143484131954210
 4000	1051.458481106726140
 5000	549.158824205331825
 6000	479.803884154292632
 7000	419.305389696403608
 8000	433.122909446591621
 9000	397.957872212088034
10000	506.059163836765890
11000	390.870393066793099
12000	360.682471598818097
13000	412.285581171085141
14000	415.396575928934851
15000	511.866965355288926
16000	379.378592112733543
17000	465.455148473393706
18000	425.716738264949470
19000	314.306148007899253
20000	186.247070659924816
21000	99.498918233262870
22000	28.489277200597805
23000	18.161279552849741
24000	14.050881072026593
25000	13.379754965613424
26000	13.092748016225631
27000	12.972649166614223
28000	12.948836034682101
29000	12.936600810119646
30000	12.935606162825756
31000	12.934650936074700
32000	12.934543261426697
33000	12.934491984765094
34000	12.934475182696751
35000	12.934470307623789
36000	12.934468137740819
37000	12.934467842887289
38000	12.934467774182492
39000	12.934467752773070
40000	12.934467744438830
41000	12.934467742960814
42000	12.934467742408481
43000	12.934467742265257
44000	12.934467742234681
45000	12.934467742218763
46000	12.934467742213972
47000	12.934467742213263
48000	12.934467742212952
49000	12.934467742212831
49100	12.934467742212821
last result:	(-2.3408513045424316e-09,0.9949586360965336,0.9949586366167782,3.5386910919329147e-09,-0.9949586360630085,2.4050705747899036e-09,1.489535271937776e-09,-3.463032691888272e-10,-5.493960164789687e-10,0.994958638348138,-1.2222418396746534e-09,1.5891185365435898e-10,1.0949005151583134e-09,-0.9949586396686263,0.9949586404904375,2.1461476665763303e-09,3.46814118484331e-09,2.6326608331098774e-09,9.58639909649599e-10,-0.9949586402663272,1.5481951088395894e-10,0.9949586368816401,0.9949586344913678,-2.7506253300121555e-09,-2.050418748209794e-09,-8.402178817752454e-10,-3.9856784181222357e-10,4.4212693434146373e-10,-0.9949586382219775,-6.260941847998895e-10,1.913037572320919e-10,0.994958636829293,0.9949586409047299,-2.0710992137923257e-09,7.720857406773296e-11,1.3709862703207721e-09,6.953171781528526e-10,2.38809897634665e-09,-0.9949586389130843,-9.334928814006367e-10)
