seed	12026022	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16390.021005587703257
 1000	16566.301294189277542
 2000	16408.088581928630447
 3000	15991.476301001135653
 4000	16326.740490142177805
 5000	15660.000137269502375
 6000	14955.343371791264872
 7000	14641.017090677818487
 8000	14437.549616027616139
 9000	14369.837757875047828
10000	14343.701284020478852
11000	14335.669449540333517
12000	14333.777465241368191
13000	14332.962196573364054
14000	14332.659262726663655
15000	14332.601171946733302
16000	14332.582061527031328
17000	14332.575117404780030
18000	14332.573152140867023
19000	14332.572952434453327
20000	14332.572848789093769
21000	14332.572794319996319
22000	14332.572790531752617
23000	14332.572788411724105
24000	14332.572787597526258
25000	14332.572787214870914
26000	14332.572787163957400
27000	14332.572787130602592
28000	14332.572787125100149
29000	14332.572787124161550
30000	14332.572787123441231
31000	14332.572787123319358
32000	14332.572787123286616
33000	14332.572787123284797
34000	14332.572787123281159
35000	14332.572787123281159
36000	14332.572787123281159
37000	14332.572787123279340
38000	14332.572787123281159
39000	14332.572787123279340
40000	14332.572787123279340
41000	14332.572787123279340
42000	14332.572787123279340
43000	14332.572787123279340
44000	14332.572787123279340
45000	14332.572787123279340
46000	14332.572787123279340
47000	14332.572787123279340
48000	14332.572787123279340
49000	14332.572787123279340
50000	14332.572787123279340
51000	14332.572787123279340
52000	14332.572787123279340
53000	14332.572787123279340
54000	14332.572787123279340
55000	14332.572787123279340
56000	14332.572787123279340
57000	14332.572787123279340
58000	14332.572787123279340
59000	14332.572787123279340
60000	14332.572787123279340
61000	14332.572787123279340
62000	14332.572787123279340
63000	14332.572787123279340
64000	14332.572787123279340
65000	14332.572787123279340
66000	14332.572787123279340
67000	14332.572787123279340
68000	14332.572787123279340
69000	14332.572787123281159
70000	14332.572787123279340
71000	14332.572787123281159
72000	14332.572787123279340
73000	14332.572787123279340
74000	14332.572787123281159
75000	14332.572787123279340
76000	14332.572787123279340
77000	14332.572787123279340
78000	14332.572787123279340
79000	14332.572787123279340
80000	14332.572787123279340
81000	14332.572787123279340
82000	14332.572787123279340
83000	14332.572787123279340
84000	14332.572787123279340
85000	14332.572787123279340
86000	14332.572787123279340
87000	14332.572787123279340
88000	14332.572787123279340
89000	14332.572787123279340
90000	14332.572787123279340
91000	14332.572787123279340
92000	14332.572787123281159
93000	14332.572787123279340
94000	14332.572787123279340
95000	14332.572787123279340
96000	14332.572787123281159
97000	14332.572787123279340
98000	14332.572787123279340
99000	14332.572787123279340
100000	14332.572787123279340
101000	14332.572787123279340
102000	14332.572787123281159
103000	14332.572787123279340
104000	14332.572787123279340
105000	14332.572787123279340
106000	14332.572787123279340
107000	14332.572787123279340
108000	14332.572787123279340
109000	14332.572787123279340
110000	14332.572787123279340
111000	14332.572787123279340
112000	14332.572787123279340
113000	14332.572787123279340
114000	14332.572787123279340
115000	14332.572787123279340
116000	14332.572787123279340
117000	14332.572787123279340
118000	14332.572787123279340
119000	14332.572787123279340
120000	14332.572787123279340
121000	14332.572787123279340
122000	14332.572787123279340
123000	14332.572787123279340
124000	14332.572787123279340
125000	14332.572787123279340
126000	14332.572787123279340
127000	14332.572787123279340
128000	14332.572787123279340
129000	14332.572787123279340
130000	14332.572787123279340
131000	14332.572787123279340
132000	14332.572787123279340
133000	14332.572787123279340
134000	14332.572787123279340
135000	14332.572787123279340
136000	14332.572787123279340
137000	14332.572787123281159
138000	14332.572787123279340
139000	14332.572787123279340
140000	14332.572787123279340
141000	14332.572787123279340
142000	14332.572787123279340
143000	14332.572787123279340
144000	14332.572787123279340
145000	14332.572787123279340
146000	14332.572787123279340
147000	14332.572787123279340
148000	14332.572787123279340
149000	14332.572787123279340
150000	14332.572787123279340
151000	14332.572787123279340
152000	14332.572787123279340
153000	14332.572787123279340
154000	14332.572787123279340
155000	14332.572787123279340
156000	14332.572787123279340
157000	14332.572787123279340
158000	14332.572787123279340
159000	14332.572787123279340
160000	14332.572787123279340
161000	14332.572787123279340
162000	14332.572787123279340
163000	14332.572787123279340
164000	14332.572787123279340
165000	14332.572787123279340
166000	14332.572787123279340
167000	14332.572787123279340
168000	14332.572787123279340
169000	14332.572787123279340
170000	14332.572787123279340
171000	14332.572787123279340
172000	14332.572787123279340
173000	14332.572787123279340
174000	14332.572787123279340
175000	14332.572787123279340
176000	14332.572787123279340
177000	14332.572787123279340
178000	14332.572787123279340
179000	14332.572787123279340
180000	14332.572787123279340
181000	14332.572787123279340
182000	14332.572787123279340
183000	14332.572787123279340
184000	14332.572787123279340
185000	14332.572787123279340
186000	14332.572787123279340
187000	14332.572787123279340
188000	14332.572787123279340
189000	14332.572787123279340
190000	14332.572787123279340
191000	14332.572787123281159
192000	14332.572787123279340
193000	14332.572787123279340
194000	14332.572787123279340
195000	14332.572787123279340
196000	14332.572787123279340
197000	14332.572787123279340
198000	14332.572787123279340
199000	14332.572787123279340
200000	14332.572787123279340
201000	14332.572787123279340
202000	14332.572787123279340
203000	14332.572787123279340
204000	14332.572787123279340
205000	14332.572787123279340
206000	14332.572787123279340
207000	14332.572787123279340
208000	14332.572787123279340
209000	14332.572787123279340
210000	14332.572787123279340
211000	14332.572787123279340
212000	14332.572787123279340
213000	14332.572787123279340
214000	14332.572787123279340
215000	14332.572787123279340
216000	14332.572787123279340
217000	14332.572787123279340
