seed	12026024	poultation_size	100	mean	1.5049240368450918e-09	sigma	40.0
evals	RastrginProblem vlaue
    1	96992.611823284110869
 1000	21548.731659297147417
 2000	8876.534028892494462
 3000	4846.878718147234395
 4000	2196.482004609587420
 5000	1237.072886486968173
 6000	764.064449266845486
 7000	914.687151098014738
 8000	627.409304801751091
 9000	469.828874894915771
10000	369.224997511706988
11000	507.155779467683431
12000	354.984438525689995
13000	495.974494770370598
14000	421.905929860437027
15000	441.821107970953619
16000	446.060468914846240
17000	445.312413460439927
18000	430.628138850002756
19000	495.424128821954298
20000	414.928458414886620
21000	367.573105970549648
22000	478.253322565028157
23000	417.479815938675301
24000	400.128570413923626
25000	412.825330221636932
26000	482.754516333893093
27000	526.248094506582106
28000	374.207436174497843
29000	396.076343107294974
30000	349.520795300121847
31000	467.581032449973918
32000	360.252425931496475
33000	432.686967119785379
34000	545.538738314407965
35000	340.842749784924933
36000	382.425410170360067
37000	341.919578417559478
38000	531.101820399905705
39000	458.799622744825626
40000	452.994638615550457
41000	397.533541017315827
42000	429.505401307060708
43000	447.393391888042459
44000	438.280129846703971
45000	495.587972833274478
46000	438.308975413076837
47000	367.883515256620399
48000	452.600815195652729
49000	381.138774463763809
50000	442.001326538483283
51000	394.341165561524463
52000	508.157652096347420
53000	490.808969376790344
54000	424.745656947932389
55000	464.145354245974033
56000	458.899840582178058
57000	400.422966253231095
58000	463.074585917095590
59000	455.758283340551202
60000	489.651459780036419
61000	319.042567707785736
62000	405.451453126203376
63000	263.856054351821058
64000	197.508383306646493
65000	136.533273613880908
66000	94.321543635883884
67000	78.343563727829377
68000	42.304727966783098
69000	32.571176378996320
70000	24.319190865410256
71000	21.797223610899010
72000	20.816839731349976
73000	20.454619734502536
74000	20.357223742294273
75000	20.044474090324179
76000	19.986860589859290
77000	19.964580480629902
78000	19.911151501386641
79000	19.908626716940081
80000	19.905900227943633
81000	19.902879422231770
82000	19.900412216816861
83000	19.899992190564848
84000	19.899489725189405
85000	19.899264150450190
86000	19.899215075244292
87000	19.899190426132950
88000	19.899181262944044
89000	19.899178798626174
90000	19.899177095946627
91000	19.899176597059267
92000	19.899176322209463
93000	19.899176196254331
94000	19.899176128620191
95000	19.899176134856919
96000	19.899176118540282
97000	19.899176110526984
98000	19.899176106835668
99000	19.899176104922486
100000	19.899176104678446
101000	19.899176104245196
102000	19.899176104140743
103000	19.899176104175591
104000	19.899176104106616
105000	19.899176104078098
106000	19.899176104064750
107000	19.899176104049836
108000	19.899176104049133
109000	19.899176104048763
110000	19.899176104047267
111000	19.899176104047079
112000	19.899176104046852
112100	19.899176104046859
last result:	(2.612399386769789e-09,-0.9949586404029716,-1.1891920601178176e-09,-0.9949586329220441,1.547552773972421e-10,6.001716570744553e-09,-7.582985235545241e-11,-0.9949586399427314,-0.9949586394947338,-0.994958635289002,-3.205532191154137e-09,2.614582564164506e-09,-5.184565023330854e-09,-7.851122711308814e-10,0.9949586407603622,-3.2174187536582566e-09,-9.51598747167662e-09,-8.602196257738798e-10,-0.9949586416305197,-0.9949586366259577,-0.9949586405137923,-0.9949586357499475,-3.392930571431237e-09,-1.9899122287505913,3.4802296147601525e-09,-6.0395638202566595e-09,-2.5910580013872792e-09,5.1988391665083255e-09,5.198412257993026e-09,0.9949586420064065,0.9949586371083073,0.9949586370404803,-0.994958638047343,1.3344483049535233e-09,0.9949586432713302,5.456572228780351e-09,-0.9949586327173449,-1.7473102863201401e-09,-1.4552797937049478e-09,1.2053875396093328e-09)
