seed	12026029	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	68228.735856229395722
 1000	15215.342756790078056
 2000	4241.263835657638083
 3000	1719.539412157393599
 4000	781.235087379047627
 5000	567.920809595980131
 6000	442.752811420594924
 7000	452.204663135523674
 8000	419.402969293987383
 9000	456.398447566169011
10000	469.823532259876743
11000	407.518913795040874
12000	422.526860036416963
13000	379.956986150221383
14000	434.857356090849805
15000	489.892501951002544
16000	424.231996833044548
17000	416.456784133138683
18000	340.721741139832716
19000	401.110427868805914
20000	364.802297599571318
21000	400.747914198494300
22000	486.331967203979161
23000	472.101552619083407
24000	301.869827883908954
25000	197.268926314052635
26000	189.704289428203822
27000	76.065212740053724
28000	29.820246203780815
29000	18.338935294933904
30000	13.953725082823112
31000	12.678743671456337
32000	12.319840429153246
33000	12.016645430293314
34000	11.979929997886616
35000	11.948936691274691
36000	11.942058595519367
37000	11.940333285488135
38000	11.939757046321928
39000	11.939571124310724
40000	11.939528386934002
41000	11.939516402606635
42000	11.939510705125345
43000	11.939509083281299
44000	11.939508835414454
45000	11.939508748486046
46000	11.939508697332988
47000	11.939508688547541
48000	11.939508686626613
49000	11.939508685689182
50000	11.939508685174729
51000	11.939508685151706
52000	11.939508685126130
53000	11.939508685121627
54000	11.939508685120378
55000	11.939508685119842
56000	11.939508685119593
56400	11.939508685119542
last result:	(-0.9949586358672307,-1.4257420190568242e-09,8.984098123158855e-10,4.861913968964741e-09,-9.723935136954138e-10,1.7864396701738761e-09,2.00284416318076e-09,-4.6028370497107805e-09,-1.305460744149687e-09,-1.043726192214797e-09,-2.9562311691730343e-09,1.8572327413540792e-09,-1.0270586721922665e-09,-2.7795984519936568e-09,-3.682936711077206e-09,-2.362886365696762e-09,-5.507425080908524e-10,-8.795811186364126e-10,2.7736170020274615e-09,0.9949586398609233,0.9949586378042917,0.9949586358628668,0.9949586366802594,-2.961771340071689e-10,3.0054549301010447e-09,6.432087600073752e-10,0.9949586366834391,0.9949586346655086,0.9949586376463335,1.3929375903886076e-09,6.728051323706031e-10,1.0340610616738837e-09,6.157057567875149e-10,-0.9949586425057232,-0.9949586427464103,0.9949586381231302,-0.9949586389733461,3.1334622890228955e-11,-3.1147343586476346e-09,4.7459922546549076e-09)
