seed	12026028	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	98915.865302173187956
 1000	22564.521549574172241
 2000	10206.310206492835277
 3000	4755.019967868141066
 4000	2632.861662611624070
 5000	1208.570831590854368
 6000	621.555484806780669
 7000	462.075727379950877
 8000	463.043515440758028
 9000	584.169328874451480
10000	398.003946712056575
11000	405.789893118100679
12000	478.501922006355016
13000	479.215630145974785
14000	375.905579709159326
15000	472.830246073848059
16000	475.050978507890875
17000	423.674059936967524
18000	478.965514320887110
19000	461.883594338117405
20000	426.763528184104587
21000	478.800851121808307
22000	449.804113170165408
23000	400.257487059043683
24000	429.405770552248782
25000	415.385536454019757
26000	434.330201643707085
27000	376.436486464660163
28000	435.099409323688405
29000	402.342110954059933
30000	459.725207998089786
31000	423.650244460417298
32000	361.584289403334367
33000	316.994093280038328
34000	292.026366486465292
35000	178.955136806079537
36000	160.903624766699068
37000	91.582823641421029
38000	50.417607714593110
39000	36.787623331343895
40000	25.451972883232635
41000	23.579351492029385
42000	20.537986424851805
43000	18.807182768997322
44000	18.310051793017173
45000	18.108689508698784
46000	17.995924314884235
47000	17.950802680844784
48000	17.923914230634672
49000	17.918672780157820
50000	17.914282129291962
51000	17.911027373248839
52000	17.910074262127729
53000	17.909643867028201
54000	17.909495114294764
55000	17.909337476706717
56000	17.909303552185534
57000	17.909277973830729
58000	17.909274859331497
59000	17.909265669898605
60000	17.909263960006271
61000	17.909263465924255
62000	17.909263327021137
63000	17.909263140796302
64000	17.909263095760380
65000	17.909263052121595
66000	17.909263035281548
67000	17.909263032317551
68000	17.909263029011143
69000	17.909263028615243
70000	17.909263028346864
71000	17.909263027890308
72000	17.909263027819755
73000	17.909263027719071
74000	17.909263027694742
75000	17.909263027688201
76000	17.909263027683291
77000	17.909263027680922
78000	17.909263027680069
79000	17.909263027679579
80000	17.909263027679522
80800	17.909263027679458
last result:	(3.399573204194477e-09,-6.025586858435353e-09,0.9949586431243369,0.9949586331066984,0.9949586390598415,0.9949586384234024,-1.5569875817129012e-09,-0.9949586346533167,9.721141943873276e-11,0.9949586434067825,-1.909861496122995e-09,-0.9949586340825355,-3.2272273331265472e-09,0.9949586306028084,0.9949586252979317,5.221671270375212e-09,1.0631734559315631e-08,-2.228226293131546e-09,0.9949586347937265,4.793926630729784e-09,4.445465681973605e-09,1.5428341002024028e-10,-0.9949586433122249,-0.9949586353426326,0.994958635944049,0.9949586373945729,8.63765575812941e-10,-3.870475716971867e-09,9.666730857822924e-09,0.9949586267302767,2.8603199507016046e-09,5.911614543703504e-09,-5.845853775771998e-09,-1.7117690046352801e-09,-0.9949586375173087,-3.7034027861449087e-09,9.787184308684365e-09,0.9949586331775434,-1.8140419570250622e-09,0.9949586383870334)
