seed	12026030	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	64387.426263589411974
 1000	16415.565815766047308
 2000	4456.129467855224902
 3000	1373.879008633879494
 4000	631.156615539261793
 5000	468.823137587796907
 6000	448.373905199934370
 7000	528.905619545950344
 8000	435.948697303062147
 9000	367.468180326915444
10000	436.354499207257049
11000	460.774939203994961
12000	284.178815015481632
13000	243.954380288318106
14000	94.515252857156014
15000	51.936227025128424
16000	28.854038625876687
17000	20.170816381783904
18000	18.482921233972270
19000	18.096744661935155
20000	17.956666430757572
21000	17.918043388087490
22000	17.913222696340455
23000	17.910290045507850
24000	17.909518301922724
25000	17.909305090092936
26000	17.909290137080138
27000	17.909270172642948
28000	17.909265235937905
29000	17.909264114515942
30000	17.909263498348906
31000	17.909263082414952
32000	17.909263047473935
33000	17.909263035090319
34000	17.909263029520755
35000	17.909263028168599
36000	17.909263027828956
37000	17.909263027732507
38000	17.909263027692973
39000	17.909263027684133
40000	17.909263027680112
41000	17.909263027679589
42000	17.909263027679422
42700	17.909263027679295
last result:	(-4.2573211498337684e-09,2.405378628338047e-09,-2.652274100846851e-09,4.479352287693845e-09,-0.9949586364973027,-0.9949586370617837,-0.9949586381014516,-5.6248030852486516e-09,-1.9172663207647885e-09,0.9949586382710194,-3.80440608185274e-10,-6.261993592781595e-10,0.9949586378462688,0.9949586377148866,-0.9949586366204486,2.4615823037109415e-09,0.994958635707067,-0.9949586375941243,6.950244221132226e-10,-3.4013556338590537e-09,-1.2087411033751013e-09,-1.806987313348309e-09,-0.9949586384759737,3.790476030652033e-09,-3.721129010283994e-09,-0.9949586360042689,8.080062795469211e-11,-0.994958642717279,2.1397214430506145e-10,0.9949586394951254,-2.010560815461368e-09,2.0491237922850916e-09,0.9949586409989358,-5.1589758647208654e-11,1.5971299418051425e-10,2.574446707152094e-10,0.9949586360399749,0.9949586373517432,-0.9949586347401643,-0.9949586393444647)
