seed	12026027	poultation_size	100	mean	-234.62317103110715	sigma	40.0
evals	AckleyProblem vlaue
    1	21.829493708219470
 1000	21.811424196895175
 2000	21.890773760154776
 3000	21.680284598837225
 4000	21.750264996891339
 5000	21.849177556395237
 6000	21.798721900583296
 7000	21.440244750341435
 8000	21.816113274441136
 9000	21.843116512998833
10000	21.754532060661660
11000	21.617871393519557
12000	21.647760770366201
13000	21.617222075751645
14000	21.655966964951578
15000	21.650413374084337
16000	21.639915668572478
17000	21.754543838976726
18000	21.758650083467160
19000	21.451513090081448
20000	21.461234726407721
21000	21.724145101189055
22000	21.786197136185177
23000	21.614634282579306
24000	21.559860123670948
25000	21.857195376352163
26000	21.703862961826413
27000	21.810781645648074
28000	21.885572898880852
29000	21.620922503100591
30000	21.747918516086752
31000	21.827263853729018
32000	21.745755350820222
33000	21.724635563616740
34000	21.848717861961276
35000	21.803003854246434
36000	21.740047601741200
37000	21.914390741260434
38000	21.633883084411107
39000	21.525577142316848
40000	21.461738211855433
41000	21.938988264025674
42000	21.843903725679102
43000	21.659473425764340
44000	21.533833200409592
45000	21.823008254551475
46000	21.940784655489974
47000	21.677865548436476
48000	21.788273327872627
49000	21.703980820264537
50000	21.621687388132671
51000	21.723428077543918
52000	21.765304044658006
53000	21.700311299036674
54000	21.859499495573676
55000	21.805995608947633
56000	21.795347384087194
57000	21.705517790694397
58000	21.661152083143595
59000	21.618729405448487
60000	21.722472528464394
61000	21.637100275837351
62000	21.710526979802115
63000	21.740046896128295
64000	21.823431573220944
65000	21.851960715336926
66000	21.740685832827872
67000	21.651793101060388
68000	21.477211251154515
69000	21.837370552960326
70000	21.748437827649902
71000	21.788728219983149
72000	21.492986305053062
73000	21.677689547122451
74000	21.795371281081643
75000	21.591729662379038
76000	21.824057208997150
77000	21.736944344027425
78000	21.772435942750125
79000	21.575292644383939
80000	21.918259591423649
81000	21.790609269415146
82000	21.798927283238086
83000	21.672562733195335
84000	21.712443712746598
85000	21.661887851558888
86000	21.825694919929308
87000	21.536350082986274
88000	21.734162865570788
89000	21.734829825831309
90000	21.914871148600387
91000	21.522343875653849
92000	21.836296970561420
93000	21.770009368246008
94000	21.516577045411449
95000	21.684988590498904
96000	21.763264997685322
97000	21.619450728524125
98000	21.561100577494987
99000	21.664874647909755
100000	21.748994214473832
101000	21.869949959686515
102000	21.762068817980914
103000	21.680379964362647
104000	21.601022606070337
105000	21.739662880747179
106000	21.762177069078959
107000	21.567171592609672
108000	21.597660692150370
109000	21.642449217454693
110000	21.660085868738282
111000	21.745540931280633
112000	21.922653001672114
113000	21.725743642954960
114000	21.705533349276791
115000	21.714029775901363
116000	21.681150864318457
117000	21.772766286324732
118000	21.760721532525768
119000	21.788895975553835
120000	21.625114711879693
121000	21.833909661433065
122000	21.676537478371966
123000	21.464759869008731
124000	21.502889613725824
125000	21.453815567375376
126000	21.766740677497651
127000	21.448618154393948
128000	21.885221504895888
129000	21.741827057806123
130000	21.720513074710077
131000	21.607738745160457
132000	21.224182341064900
133000	21.721241560789043
134000	21.579671410215745
135000	21.722389232402858
136000	21.993936898602097
137000	21.770663698990735
138000	21.583652073170786
139000	21.793048007279332
140000	21.627833331111610
141000	21.637119607088295
142000	21.621656906281622
143000	21.848519917205394
144000	21.672461568879374
145000	21.567676247937364
146000	21.705811274746612
147000	21.772818862328350
148000	21.618045553247011
149000	21.636230137740796
150000	21.662875130964359
151000	21.865897244057688
152000	21.581440973529237
153000	21.527678113729664
154000	21.691096143427867
155000	21.746932070307448
156000	21.890693830797126
157000	21.520797713342098
158000	21.796113152508628
159000	21.666241443267214
160000	21.562316772801630
161000	21.478813325411409
162000	21.522046974030378
163000	21.654737660015059
164000	21.586796906303441
165000	21.644018530054211
166000	21.699765953623888
167000	21.528503429380617
168000	21.785919621173480
169000	21.660631414902472
170000	21.526604466806397
171000	21.569632865776917
172000	21.716166375633126
173000	21.837947309317155
174000	21.886375537212203
175000	21.648480243688148
176000	21.592178690702891
177000	21.656960730075774
178000	21.656596093457001
179000	21.707605099918020
180000	21.483674885032130
181000	21.671182553040687
182000	21.961722495363539
183000	21.582727888604673
184000	21.789675233582454
185000	21.807997671149071
186000	21.708702422970674
187000	21.699460454806029
188000	21.592275094062988
189000	21.653838559148575
190000	21.705760398126355
191000	21.683826543485043
192000	21.805262880457722
193000	21.766285918385449
194000	21.744260223144931
195000	21.559589793627918
196000	21.731157669577321
197000	21.657023149931149
198000	21.769395510488735
199000	21.669705149462189
200000	21.584958958683629
201000	21.767499038212797
202000	21.636141340330937
203000	21.843673177023138
204000	21.633463194337665
205000	21.840251284662301
206000	21.615169954051094
207000	21.546634341887728
208000	21.740888927363237
209000	21.807737579863623
210000	21.572018597073750
211000	21.887391209229168
212000	21.892327353092565
213000	21.686831128801419
214000	21.599371626936513
215000	21.699428890946606
216000	21.743539168715660
217000	21.671394899663436
218000	21.740648374106012
219000	21.707662456110750
220000	21.610594475139017
221000	21.848325282320260
222000	21.796207291202961
223000	21.693057755567796
224000	21.756619483793344
225000	21.706492294304407
226000	21.741768403746050
227000	21.763450578275560
228000	21.384728659470529
229000	21.605352348863605
230000	21.800635493170308
231000	21.807364485523014
232000	21.689413040091235
233000	21.597010845958795
234000	21.316264703646993
235000	21.880953282949609
236000	21.581609108021134
237000	21.563114485300549
238000	21.751201964360728
239000	21.604616835098422
240000	21.664533061339846
241000	21.720602015149289
242000	21.647547558934132
243000	21.665427097467145
244000	21.479057606701563
245000	21.772825153386297
246000	21.660520655248664
247000	21.680962886444430
248000	21.580547024321902
249000	21.816096351559832
250000	21.838526540728985
251000	21.812857916340754
252000	21.644237037997403
253000	21.834622959079788
254000	21.631000637186091
255000	21.863421653127105
256000	21.755249866902638
257000	21.922567373115704
258000	21.647749417125951
259000	21.738420040419157
260000	21.704295893458603
261000	21.819836056630951
262000	21.830677501189466
263000	21.648915594705844
264000	21.572262908630901
265000	21.591874121325066
266000	21.733254166816781
267000	21.409199727419551
268000	21.824070410803159
269000	21.895702242462114
270000	21.802544184427401
271000	21.866206552987506
272000	21.646583314458340
273000	21.616581329024267
274000	21.718525322231116
275000	21.708701815125490
276000	21.687308070709026
277000	21.738668787476477
278000	21.639266959117123
279000	21.745025902275003
280000	21.779679270886049
281000	21.836321178860544
282000	21.784294003498765
283000	21.786220132906156
