seed	12026026	poultation_size	100	mean	3.0	sigma	40.0
evals	RastrginProblem vlaue
    1	36712.620563898897672
 1000	12496.145089836363695
 2000	5813.625987956507743
 3000	1839.774252176391428
 4000	795.184121481975808
 5000	513.148146600008090
 6000	446.888006306877799
 7000	402.947846371640367
 8000	389.779222194886813
 9000	348.282779824196609
10000	424.361366507702087
11000	309.376527183319979
12000	319.181338054512935
13000	277.819742987942846
14000	69.644096299682275
15000	39.434389210569094
16000	20.936390792482086
17000	15.563464883115046
18000	13.874001084300092
19000	13.276224911005007
20000	12.993380987000707
21000	12.958895061311861
22000	12.939919112532367
23000	12.936457526719572
24000	12.935265782246837
25000	12.934758019758489
26000	12.934527872086003
27000	12.934495819534549
28000	12.934475920138089
29000	12.934470031834316
30000	12.934468344897542
31000	12.934467949631323
32000	12.934467775864022
33000	12.934467759704233
34000	12.934467747987261
35000	12.934467743441896
36000	12.934467742787190
37000	12.934467742371192
38000	12.934467742285950
39000	12.934467742221750
40000	12.934467742215789
41000	12.934467742214256
42000	12.934467742213069
43000	12.934467742212995
43800	12.934467742212853
last result:	(-2.562999320062082e-10,0.9949586359986474,-0.9949586377365889,-6.656563019524481e-09,1.6092264895649172e-09,4.753857015270357e-09,-0.9949586370089089,2.1191342157839155e-09,1.709641703572255e-09,0.994958638478088,-4.2482321493995397e-10,-1.1994427311610722e-09,0.9949586386320376,2.150835361869487e-09,-9.037224104943941e-11,-1.2699138760208122e-09,-1.131128022186443e-09,4.635644121271884e-10,-0.9949586316228224,2.2458806884113885e-09,2.831523933876607e-09,-2.5755522587617003e-09,0.9949586353856433,-4.1952794410263165e-09,5.234687609513471e-09,0.994958637554682,-0.9949586360457973,-5.190126442648549e-10,-1.1243709605203666e-09,2.610420375280898e-09,1.371505355106705e-09,-2.033693936260231e-09,0.9949586409775953,5.212097195482343e-09,-0.9949586353878759,-3.0064386319015006e-09,0.9949586389477473,-4.3447008717019535e-09,0.9949586375115578,2.3247262119944706e-09)
