seed	12026030	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16643.002197146888648
 1000	16609.484102277063357
 2000	16451.625888375143404
 3000	16197.263979793377075
 4000	15743.862001924615470
 5000	15128.165130750643584
 6000	14745.933368577942019
 7000	14707.091723101417301
 8000	14519.273088493091564
 9000	14491.942395787131318
10000	14476.912971163965267
11000	14473.514923591661500
12000	14471.710113432451180
13000	14471.538466110398076
14000	14471.405792922265391
15000	14471.382617296025273
16000	14471.372850311856382
17000	14471.367603577111367
18000	14471.366770470060146
19000	14471.366587530881588
20000	14471.366530186292948
21000	14471.366516682701331
22000	14471.366513373737689
23000	14471.366511626974898
24000	14471.366511060250559
25000	14471.366510940644730
26000	14471.366510918709537
27000	14471.366510910624129
28000	14471.366510907415432
29000	14471.366510906997064
30000	14471.366510906756957
31000	14471.366510906547774
32000	14471.366510906531403
33000	14471.366510906524127
34000	14471.366510906522308
35000	14471.366510906522308
36000	14471.366510906522308
37000	14471.366510906522308
38000	14471.366510906522308
39000	14471.366510906522308
40000	14471.366510906522308
41000	14471.366510906522308
42000	14471.366510906522308
43000	14471.366510906522308
44000	14471.366510906522308
45000	14471.366510906522308
46000	14471.366510906522308
47000	14471.366510906522308
48000	14471.366510906522308
49000	14471.366510906522308
50000	14471.366510906522308
50000	14471.366510906522308
last result:	(65.54786454230758,65.54786515367412,65.54786437826536,65.54786456114519,5.239199069298903,65.54786458412757,65.54786644818846,65.54786453582452,65.54786527741382,65.54786465699651,65.54786497697991,65.5478649729793,65.5478648207751,65.54786468905563,65.54786490007062,65.54786547322227,-25.877416729557133,65.54786478411323,65.54786513603987,65.54786499490918,65.54786422035475,65.54786533404973,65.54786573463221,65.54786400447996,65.54786445729059,65.54786476939451,65.54786512112037,65.54786444911208,65.54786516102838,65.54786562907698,-25.87741797014496,-25.87741746970574,65.54786597853663,-25.87741719357707,65.54786488431085,65.5478650988751,65.54786576580914,-25.87741726995337,65.5478648983213,65.54786509044433)
