seed	12026024	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16435.888235946047644
 1000	16628.694556158137857
 2000	16307.269487601428409
 3000	16295.275872341853756
 4000	15810.825405945386592
 5000	16170.149898966203182
 6000	15479.886027540393115
 7000	15711.556775673361699
 8000	15057.179764730890383
 9000	14346.052221737774744
10000	14262.017489719437435
11000	14201.013868559783077
12000	14184.121364506747341
13000	14176.506698324301396
14000	14175.265576831192448
15000	14174.859152868984893
16000	14174.642528808226416
17000	14174.555162672631923
18000	14174.544557486333360
19000	14174.540535896787333
20000	14174.538940250886299
21000	14174.538514545807629
22000	14174.538433072144471
23000	14174.538397807191359
24000	14174.538387399798012
25000	14174.538383625431379
26000	14174.538382670449209
27000	14174.538382415687011
28000	14174.538382310831366
29000	14174.538382279406505
30000	14174.538382272457966
31000	14174.538382270777220
32000	14174.538382270215152
33000	14174.538382270135116
34000	14174.538382270086004
35000	14174.538382270073271
36000	14174.538382270073271
37000	14174.538382270071452
38000	14174.538382270071452
39000	14174.538382270073271
40000	14174.538382270071452
41000	14174.538382270071452
42000	14174.538382270071452
43000	14174.538382270071452
44000	14174.538382270071452
45000	14174.538382270071452
46000	14174.538382270071452
47000	14174.538382270071452
48000	14174.538382270071452
49000	14174.538382270071452
50000	14174.538382270071452
51000	14174.538382270071452
52000	14174.538382270071452
53000	14174.538382270071452
54000	14174.538382270071452
55000	14174.538382270071452
56000	14174.538382270071452
56600	14174.538382270071452
last result:	(65.5478658482136,65.54786567398666,65.54786526870367,65.54786436514735,65.54786457034818,65.54786621076052,65.54786515170942,65.5478659175589,65.54786497642601,65.54786534270858,-25.877416464317776,65.54786467881395,-124.82935536455837,65.54786554660528,65.54786452562855,65.54786396089207,65.54786542416313,-124.82935552975648,65.54786511976343,65.5478649478304,65.54786594490058,65.54786528733463,65.54786523366148,65.54786548371538,65.5478652999764,65.54786518384725,65.54786598255791,65.5478651542508,65.54786512190292,65.54786522017962,65.54786440926262,65.547864686539,65.54786584950712,65.54786537104245,65.5478648363023,-25.87741813464292,65.54786585760479,65.54786504948756,65.54786480747356,65.54786510205564)
