seed	12026028	poultation_size	100	mean	3.0	sigma	40.0
evals	RosenbrockProblem vlaue
    1	64756915992.255569458007812
 1000	2677407005.622825145721436
 2000	210631852.127765923738480
 3000	20281143.266900975257158
 4000	2862230.587808190844953
 5000	441824.709264895704109
 6000	65779.307642863408546
 7000	17583.167321306958911
 8000	4677.234862640609208
 9000	3265.575722513289293
10000	477.195950071615357
11000	677.529562431152726
12000	309.965793601851203
13000	333.238507226501213
14000	200.079785469121646
15000	136.905803245953308
16000	126.590743441807405
17000	115.827113898660087
18000	114.353279321912822
19000	111.578842623700538
20000	109.723365592713421
21000	106.692291024549917
22000	106.003489347095837
23000	104.584915237750678
24000	103.702629473527139
25000	103.109281747152551
26000	100.639883073674184
27000	100.274572517582641
28000	99.657878976406224
29000	98.673006844878515
30000	97.913751247960988
31000	96.918967368510280
32000	96.814086298810977
33000	96.074909720566339
34000	96.481450209976302
35000	95.477391685848886
36000	95.919814374076822
37000	95.231374691867870
38000	93.273934148514869
39000	92.795137504235328
40000	91.901298207591367
41000	90.975972992836176
42000	90.992643629770299
43000	89.847787367352723
44000	89.380841126998405
45000	88.483326294493494
46000	87.632865503916761
47000	86.906818360858821
48000	85.995362060454241
49000	85.733774464409649
50000	85.831045256211894
51000	85.723954889661698
52000	84.533029880901609
53000	85.242251639637772
54000	83.539869684928576
55000	82.264207916198473
56000	81.736350410575895
57000	81.075817374178015
58000	82.353099095627229
59000	80.832850298336822
60000	80.200699586526795
61000	80.284257203688313
62000	79.799640755579404
63000	78.956901270892672
64000	79.377401764622959
65000	78.210635634462591
66000	77.572329071938384
67000	76.860202397007114
68000	76.693698049422366
69000	76.771382119177630
70000	76.612920306479609
71000	75.888859837155508
72000	75.202589606452918
73000	75.004427081229110
74000	74.005889577835291
75000	73.892349330743343
76000	73.505086433804863
77000	73.967357071100437
78000	72.986255642141600
79000	71.836201413169974
80000	71.363256821870323
81000	71.131646707431273
82000	71.209543073118013
83000	70.872291169368964
84000	70.736061417114044
85000	70.084524391845974
86000	70.757186035392124
87000	68.851955000906202
88000	68.268106027679025
89000	68.001200315408127
90000	67.770297672193450
91000	67.420548169892442
92000	67.115617304354828
93000	71.920956888629703
94000	61.180448676374574
95000	66.865495335216451
96000	21.457689177011726
97000	14.113186231306603
98000	2.338266302785691
99000	2.369640422413179
100000	0.868814574147395
101000	0.485074990659015
102000	0.147657694321754
103000	0.061568386850020
104000	0.044193655745701
105000	0.035095524548799
106000	0.024161732995967
107000	0.023176994770219
108000	0.019005227316568
109000	0.017267795512269
110000	0.011677234302867
111000	0.007174538549251
112000	0.006450333062120
113000	0.001903160028389
114000	0.000861051157625
115000	0.000278478532708
116000	0.000107718252900
117000	0.000024891947670
118000	0.000007821741815
119000	0.000001932770583
120000	0.000001122861404
121000	0.000000269930549
122000	0.000000074599598
123000	0.000000027610863
124000	0.000000006472637
125000	0.000000001805937
126000	0.000000000572094
127000	0.000000000250308
128000	0.000000000099274
129000	0.000000000018306
130000	0.000000000004433
131000	0.000000000001808
132000	0.000000000000906
133000	0.000000000000265
134000	0.000000000000116
134600	0.000000000000061
last result:	(1.0000000012922434,1.0000000035250038,1.0000000019842143,1.0000000019135389,1.0000000019694986,1.0000000004117244,1.0000000026158253,1.0000000001802773,1.0000000011336043,0.9999999991163008,0.9999999990834824,1.0000000018120014,1.0000000026819131,1.0000000021487554,1.0000000035518652,1.000000001384735,1.0000000023132325,1.000000005182983,1.0000000055456055,1.0000000016575612,1.0000000040355208,1.0000000015004586,1.0000000038367085,1.000000001386551,1.000000000405368,1.0000000021735818,1.00000000003929,0.9999999983857585,1.000000001927081,1.0000000008021943,0.9999999993066155,0.999999996529815,0.9999999940322541,0.999999999493317,0.9999999978396973,0.9999999940467009,0.9999999896628975,0.9999999802929423,0.9999999556631781,0.9999999135046295)
