seed	12026027	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	4188657058.295099735260010
 1000	3266587521.013083457946777
 2000	3568410884.837096691131592
 3000	1463822363.480285406112671
 4000	497444682.742542564868927
 5000	198875922.351967960596085
 6000	348644186.250207901000977
 7000	95244285.221427932381630
 8000	41445006.625967115163803
 9000	37096739.084330163896084
10000	41579190.403351977467537
11000	14780434.800232125446200
12000	6996180.678429786115885
13000	8135567.469258263707161
14000	5123465.935859007760882
15000	4081821.836960048414767
16000	4155784.667012853082269
17000	4194160.242596674244851
18000	1891426.495092785451561
19000	1476989.576396576128900
20000	1070598.650575632462278
21000	830254.097149514942430
22000	665020.472389586735517
23000	442724.929034507775214
24000	486112.138197042746469
25000	328716.331216519349255
26000	214884.662096431420650
27000	158316.886108016129583
28000	132430.397665811062325
29000	120216.617184862450813
30000	90218.544360274041537
31000	93657.011665519836242
32000	97277.750149376079207
33000	72397.936102660140023
34000	20663.155459873887594
35000	26052.840531511938025
36000	17939.163785446566180
37000	12596.005308351488566
38000	8914.169433869210479
39000	10374.802325442011352
40000	7029.757487752144698
41000	6715.234061805192141
42000	7162.972390426862148
43000	4086.841865452331149
44000	3241.839732438835654
45000	1967.151560780898535
46000	1948.067638153144571
47000	2156.863308141258130
48000	2047.677628347852306
49000	2113.465311390737043
50000	1083.524185575870433
51000	857.533864363452153
52000	583.119005842451202
53000	456.958831443845895
54000	464.928197359197270
55000	248.522538594798334
56000	154.951321127181103
57000	158.159941272347538
58000	110.785985066829696
59000	94.110219313765867
60000	61.026207105878150
61000	18.033951523115441
62000	11.731841983374331
63000	6.714993000276864
64000	5.317081203780980
65000	3.846861417959575
66000	1.660194505757694
67000	1.223714220251223
68000	0.408149516565198
69000	0.381970442992752
70000	0.195186294947900
71000	0.077700173557790
72000	0.050626847258470
73000	0.027209057386171
74000	0.025417425213710
75000	0.010498864912360
76000	0.005372989284469
77000	0.002853066874431
78000	0.001742266784597
79000	0.001070250359570
80000	0.000698981209096
81000	0.000373839616448
82000	0.000116941690317
83000	0.000074820369154
84000	0.000028110700200
85000	0.000010612835443
86000	0.000003210961250
87000	0.000002949711748
88000	0.000001770968600
89000	0.000001458943989
90000	0.000000415235877
91000	0.000000307417464
92000	0.000000124681226
93000	0.000000052203696
94000	0.000000040290098
95000	0.000000013257509
96000	0.000000004533773
97000	0.000000003181248
98000	0.000000001043764
99000	0.000000000447041
100000	0.000000000231662
101000	0.000000000182091
102000	0.000000000052591
103000	0.000000000031324
104000	0.000000000012678
105000	0.000000000003776
106000	0.000000000002369
107000	0.000000000000696
108000	0.000000000000555
109000	0.000000000000194
109600	0.000000000000138
last result:	(9.599663591340435e-08,-1.0483750995432216e-08,3.6413608613285514e-09,-5.588690182338379e-09,4.803862969835799e-09,5.75477979932912e-08,-5.238134332426377e-09,-3.2890642163584974e-09,-1.5130977684937947e-08,3.985533468102685e-09,-1.2975630381051366e-08,3.951931612246092e-09,1.3956186026346471e-09,-2.823041095803662e-09,-6.093007987841159e-09,-9.451658719071454e-09,-1.6026836506735951e-09,-1.2529988973769433e-09,-1.5669777171924504e-09,3.043639433259843e-09,2.912731169560133e-10,3.4527631355179937e-10,-2.18300885570727e-10,1.0493353300471335e-09,1.4395207104161083e-09,1.5383288793585948e-09,3.9693277664875196e-10,6.432588907253862e-11,-1.6256664635576434e-10,-8.926993837512657e-11,6.375224845577434e-10,-2.2988696570531382e-10,-1.3092869900247284e-11,1.2122275248795881e-10,-1.9044611286353713e-11,-2.49407643236718e-11,6.97048020519099e-11,-9.760383935217741e-11,-8.979452140469861e-12,2.6405130946564168e-11)
