seed	12026028	poultation_size	100	mean	-2581.1844630358023	sigma	40.0
evals	AckleyProblem vlaue
    1	21.817995546970078
 1000	21.777133252712396
 2000	21.823418150497023
 3000	21.492437209773470
 4000	21.453917972896445
 5000	21.755828169647682
 6000	21.566825244300155
 7000	21.719222906878407
 8000	21.847780131039116
 9000	21.677239950661328
10000	21.667960381096893
11000	21.760795080540650
12000	21.812342143570202
13000	21.762607123669287
14000	21.772686455117967
15000	21.811101142674950
16000	21.707419053179649
17000	21.762512953184498
18000	21.419979826299979
19000	21.787202338286662
20000	21.660346696393841
21000	21.623767058258156
22000	21.736527095783448
23000	21.595131287939392
24000	21.717076684485463
25000	21.743375083260588
26000	21.870892491062047
27000	21.551317642055341
28000	21.769391114647043
29000	21.831895063708917
30000	21.734330636764742
31000	21.414860463515279
32000	21.602017017265826
33000	21.729712306640167
34000	21.626539095910292
35000	21.654346097727370
36000	21.685893853760938
37000	21.592224378812510
38000	21.767741505856979
39000	21.582441301892231
40000	21.385945526973014
41000	21.709574145421751
42000	21.678464201870664
43000	21.707458097546404
44000	21.742397294929745
45000	21.699456966373795
46000	21.716469893994496
47000	21.909177622180778
48000	21.711822859371352
49000	21.831953700721002
50000	21.486553545847286
51000	21.609899870962121
52000	21.735265191177533
53000	21.714104146019960
54000	21.819828218788139
55000	21.454830947959685
56000	21.868523144149151
57000	21.799694344618008
58000	21.563215357019811
59000	22.012929321216635
60000	21.657651568586417
61000	21.755365938464422
62000	21.731933374442107
63000	21.748598992692298
64000	21.700000249378135
65000	21.604481942167784
66000	21.951127389372498
67000	21.824998420535323
68000	21.710370146846881
69000	21.781319267497317
70000	21.538483542693463
71000	21.498935214927883
72000	21.728916579081417
73000	21.736638265667668
74000	21.747141154711354
75000	21.886489961281800
76000	21.794763991930743
77000	21.485225748100138
78000	21.623121900196473
79000	21.760222114703620
80000	21.764048615589658
81000	21.782298361861582
82000	21.701576218392159
83000	21.876724003455706
84000	21.804444266079546
85000	21.773949148624194
86000	21.759007434283212
87000	21.685686921320286
88000	21.605588284164018
89000	21.614776909851315
90000	21.687441962133363
91000	21.615045680294500
92000	21.406258578975528
93000	21.695708653798935
94000	21.558737201293461
95000	21.707078194163330
96000	21.614669400121279
97000	21.790253415880962
98000	21.565516287577637
99000	21.690088449192412
100000	21.475152598723486
101000	21.643971337342663
102000	21.785615764945753
103000	21.774036074070242
104000	21.820078777591586
105000	21.424757733824716
106000	21.641334337453426
107000	21.800590019487547
108000	21.878769077855662
109000	21.573052212856240
110000	21.759265859666730
111000	21.830818438927057
112000	21.633776949954399
113000	21.621048008231110
114000	21.756961880614273
115000	21.763896981685850
116000	21.795272939525855
117000	21.811231001700712
118000	21.665663271738399
119000	21.757837417945826
120000	21.734587187563836
121000	21.573659103090105
122000	21.520774175207144
123000	21.529668638451302
124000	21.883316189445441
125000	21.716256844255053
126000	21.758465670179696
127000	21.634177875360045
128000	21.687040886331150
129000	21.644024229852754
130000	21.564964106546419
131000	21.504263785075114
132000	21.580297145888832
133000	21.767502207963297
134000	21.668750321086581
135000	21.772926356992336
136000	21.862399256054765
137000	21.925681227303052
138000	21.725227903041588
139000	21.756206288394964
140000	21.600787910381388
141000	21.785815205773766
142000	21.613590398302289
143000	21.639002024065306
144000	21.725546345841590
145000	21.877450620515418
146000	21.827358580832954
147000	21.617392976720982
148000	21.792441604938951
149000	21.766436326929018
150000	21.739814050683002
151000	21.657452478285457
152000	21.664746878656963
153000	21.733370866956474
154000	21.763628902589161
155000	21.837820812179931
156000	21.872116033336429
157000	21.615125770353785
158000	21.799506667948130
159000	21.542101604583699
160000	21.726636401859729
161000	21.667475940470556
162000	21.776469949869352
163000	21.798964574324543
164000	21.924799315635578
165000	21.832871252794941
166000	21.527390042411287
167000	21.837883330448456
168000	21.785851932571500
169000	21.653271901944183
170000	21.736862767905333
171000	21.701149278810277
172000	21.547084171301439
173000	21.639795798769278
174000	21.879737002685353
175000	21.830309312372410
176000	21.682817403245448
177000	21.759490974911753
178000	21.708931178329319
179000	21.689004745283970
180000	21.755131334603611
181000	21.832290185812159
182000	21.580710714488148
183000	21.828785112477281
184000	21.771751803635567
185000	21.762961860777061
186000	21.846007278125928
187000	21.661584625247364
188000	21.709896224402037
189000	21.645673511171463
190000	21.600647266637434
191000	21.779111941690008
192000	21.842229582010926
193000	21.893117611509815
194000	21.790210663957659
195000	21.864199412455353
196000	21.610010432041395
197000	21.848729899321395
198000	21.530566984615511
199000	21.998439976990330
200000	21.635268182551219
201000	21.574986076434897
202000	21.749228073192977
203000	21.879356845241784
204000	21.580133158433835
205000	21.722404803507033
206000	21.685730898021944
207000	21.776836456266796
208000	21.832487573620256
209000	21.930804871472642
210000	21.893621764007609
211000	21.861001201217473
212000	21.740030856195514
213000	21.817732146572599
214000	21.775562541313469
215000	21.553029299841668
216000	21.753385965316795
217000	21.696330468280141
218000	21.668770416216162
219000	21.804238303121423
220000	21.842945470770001
221000	21.547340132430882
222000	21.770145535938511
223000	21.874185865571743
224000	21.844330917461637
225000	21.674904555531391
226000	21.765727993015588
227000	21.541491862872910
228000	21.931319078270526
229000	21.808530558639418
230000	21.681655134796063
231000	21.506926354171320
232000	21.784791583018023
233000	21.647582098137683
234000	21.833439943647363
235000	21.885813976674459
236000	21.605464752049727
237000	21.802792852660357
238000	21.750116900417812
239000	21.562770587298580
240000	21.602747285617241
241000	21.583304357855951
242000	22.010748307495163
242100	21.834624228817095
