seed	12026027	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	4188657058.295099735260010
 1000	2651571659.511827468872070
 2000	2032107178.635258436203003
 3000	452105067.690041720867157
 4000	259458684.254599869251251
 5000	118049790.668269664049149
 6000	68826621.002538293600082
 7000	19020368.458500362932682
 8000	8882843.142354294657707
 9000	11579960.712260460481048
10000	7464903.856118740513921
11000	2647455.739140252582729
12000	1206280.839372969930992
13000	1415949.253040137467906
14000	1138436.336981888860464
15000	627586.549132919055410
16000	615628.323065703036264
17000	438308.747208219952881
18000	269688.844524497922976
19000	353732.403828796872403
20000	185955.631135442556115
21000	144458.919739775970811
22000	129974.824573300516931
23000	91588.653774861508282
24000	85549.752971781359520
25000	69795.665222699492006
26000	66038.850795584585285
27000	52165.236708139971597
28000	50232.081096576082928
29000	36159.106144110715832
30000	34049.915165847611206
31000	27198.079733841637790
32000	29350.099968264341442
33000	21195.724946279638971
34000	8821.280036071701034
35000	11011.294285883162956
36000	7273.946522502751577
37000	4001.049055468470215
38000	2807.462230203920626
39000	2800.554200196341753
40000	1978.919866077251754
41000	1105.529651571224122
42000	820.181145371396610
43000	591.778330599363130
44000	412.998009306628433
45000	202.999053717150559
46000	164.117547707459210
47000	129.626045135171182
48000	94.547832611463221
49000	84.577011442642643
50000	49.516036984861174
51000	41.629879625572023
52000	21.518607068260842
53000	10.463355902350019
54000	10.560557336909568
55000	3.726332142263715
56000	1.257252109385481
57000	0.358595916282922
58000	0.140311459824398
59000	0.054692053209744
60000	0.015547965264962
61000	0.002196301955380
62000	0.001361333819221
63000	0.000923093702591
64000	0.000240772930850
65000	0.000061415066059
66000	0.000027095937315
67000	0.000007470079488
68000	0.000001061479771
69000	0.000000470208312
70000	0.000000111812483
71000	0.000000027103922
72000	0.000000006098327
73000	0.000000001410679
74000	0.000000000534296
75000	0.000000000148099
76000	0.000000000047525
77000	0.000000000008263
78000	0.000000000003599
79000	0.000000000000945
80000	0.000000000000312
81000	0.000000000000094
81700	0.000000000000035
last result:	(-1.3916667847186655e-08,4.082395386017932e-08,3.365034222032084e-08,1.751376209850771e-08,1.7024684346561304e-08,1.2264969818456755e-08,-5.403367630566359e-09,9.11347361915247e-09,5.0557923597393196e-09,-8.564232566391145e-09,1.6520064419151624e-09,1.980666097729695e-09,1.4441147285535569e-09,1.489574887257919e-09,-6.208070473956138e-10,3.6280775673273504e-09,1.0992951088004424e-09,2.862489920681244e-09,-4.1148697200088423e-10,-2.18126317261499e-10,7.976410611498717e-10,-1.329369985090883e-09,1.1200567755952439e-09,4.872893107672962e-10,-1.6882937137363687e-10,-1.68855233243238e-10,-1.8921959507153442e-10,-9.926668674027394e-11,1.540718297445361e-11,9.034128807647573e-11,1.6423946647603785e-10,8.67088511552469e-11,5.539694111624887e-11,9.681462253015398e-12,-2.1631348476876777e-11,4.00491077041372e-11,9.275206591149613e-11,5.926890086538002e-11,1.1789111741294838e-11,2.7668342439998502e-11)
