 evals    EllipsoidProblem vlaue
 3000  89393.721313785179518
 6000  9699.241165157092837
 9000  4653.560402638563573
12000  2127.089807566876061
15000  1138.896227429471310
18000  661.297534861537997
21000  409.293108548000589
24000  229.543356346333326
27000  105.407942339131324
30000  69.313286171623290
33000  53.669728027078655
36000  37.943219845158097
39000  27.778923894639657
42000  9.861635075294673
45000  3.430206074007415
48000  1.897711211252336
51000  1.049511415055803
54000  0.125681275794496
57000  0.052735064933792
60000  0.000937758535277
63000  0.000011857823904
66000  0.000000000014914
67965  0.000000000000001
