 evals    EllipsoidProblem vlaue
 3000  239110.884801783715375
 6000  30215.256644127508480
 9000  6649.572490758222557
12000  2211.445201953259584
15000  1370.321831885201618
18000  846.400637342505320
21000  460.471913789751397
24000  276.612233598656928
27000  133.252591596108118
30000  23.669857175015910
33000  4.936807373126554
36000  0.488545746692210
39000  0.079214757481804
42000  0.009332172602779
45000  0.001322591582962
48000  0.000033485065031
51000  0.000000000679598
53925  0.000000000000002
