seed	12026030	poultation_size	100	mean	3.0	sigma	40.0
evals	EllipsoidProblem vlaue
    1	3687515065.445777416229248
 1000	1161337086.488633155822754
 2000	490618496.348344802856445
 3000	267374159.620666861534119
 4000	115573028.941751331090927
 5000	92875467.895420640707016
 6000	89796591.951266795396805
 7000	58319018.842800162732601
 8000	24271963.119223199784756
 9000	18923722.302449122071266
10000	11369291.609915466979146
11000	6994801.883962273597717
12000	2334664.287217532750219
13000	2261178.377575907856226
14000	1662188.738527590874583
15000	1502077.313447987427935
16000	1584599.680299839004874
17000	749329.568331953953020
18000	1169379.964572223834693
19000	720088.295369299245067
20000	337878.644609829876572
21000	200077.403179448912852
22000	149149.601925330120139
23000	102822.843424157050322
24000	75017.003942391776945
25000	73781.246546228183433
26000	76037.502063414605800
27000	53232.646579926200502
28000	47327.355440505285515
29000	38996.971368842714583
30000	33973.483218637527898
31000	16439.610667438108067
32000	12398.004658553105401
33000	12502.868611366015102
34000	6622.519945741266383
35000	6250.231176251425495
36000	4243.209449434051749
37000	4530.601486658156318
38000	4940.310588619749069
39000	3163.155913641254301
40000	673.399024719188446
41000	294.927266387499117
42000	268.790432931653982
43000	207.484853138830886
44000	164.344222339349869
45000	114.737566231941685
46000	89.888235689328539
47000	59.213358059945122
48000	21.767880265118745
49000	16.282213664370353
50000	9.979749312417335
51000	15.015782671119448
52000	7.257953524318067
53000	3.475323096786404
54000	2.009460469257890
55000	0.780163475717913
56000	0.326302401775270
57000	0.089188945309654
58000	0.050554727089486
59000	0.020054127688199
60000	0.009378765558535
61000	0.005328944228050
62000	0.002369919803685
63000	0.000485414463894
64000	0.000206740774381
65000	0.000064038434370
66000	0.000014956817796
67000	0.000006020418505
68000	0.000002094328972
69000	0.000000554015809
70000	0.000000106300300
71000	0.000000033211601
72000	0.000000010972010
73000	0.000000003070087
74000	0.000000000763570
75000	0.000000000238576
76000	0.000000000093264
77000	0.000000000028900
78000	0.000000000011546
79000	0.000000000002720
80000	0.000000000001220
81000	0.000000000000386
82000	0.000000000000129
82600	0.000000000000064
last result:	(-4.1350920149500156e-08,-5.184527211272967e-09,2.9470552365857034e-08,-1.7222427431651898e-08,-2.6013205954894452e-08,2.0494824801202523e-09,1.2904709672420758e-09,1.0572718448854755e-08,-9.004398496786978e-09,-5.634983555743798e-09,9.848371344652213e-09,8.431424674612117e-09,-2.400980156334232e-09,-5.445068296224183e-09,-4.376418593299554e-09,3.2831366786121866e-09,-3.2695407175245017e-09,1.4031594526038086e-10,1.4116706618787844e-09,-2.0169773794548915e-10,-6.597795284954138e-10,1.005371470718902e-10,1.5698493279637872e-10,4.4227483249527084e-10,-6.132627917351006e-11,-4.5412389786093904e-10,2.6657015017162166e-10,3.372666030300826e-12,1.0376847378239585e-10,-1.4325431318727017e-10,1.08655487143883e-10,-2.86884453554426e-11,1.8539822646128207e-10,-6.5136494751429265e-12,2.0836863290538947e-10,-4.757652193280287e-12,-4.0533117607215843e-11,1.6708827880791373e-10,-6.411435689712939e-11,-3.34211939138877e-11)
