seed	12026030	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16643.002197146888648
 1000	16519.989311325593007
 2000	16613.453667964153283
 3000	16688.942888375251641
 4000	15962.634960455619876
 5000	15627.745823724275397
 6000	15241.477655418117138
 7000	14812.122263249419120
 8000	14375.347809756427523
 9000	14305.523972564104042
10000	14282.495289922906522
11000	14277.461484110655874
12000	14274.219381640088613
13000	14273.703565949766926
14000	14273.404103885288350
15000	14273.360446688810043
16000	14273.340347250952618
17000	14273.333454996336513
18000	14273.332114914315753
19000	14273.331765557681138
20000	14273.331642205972457
21000	14273.331606114663373
22000	14273.331598807957562
23000	14273.331596600768535
24000	14273.331595802173979
25000	14273.331595608247881
26000	14273.331595580491921
27000	14273.331595566283795
28000	14273.331595562140137
29000	14273.331595561603535
30000	14273.331595561145150
31000	14273.331595560950518
32000	14273.331595560925052
33000	14273.331595560923233
34000	14273.331595560919595
35000	14273.331595560917776
36000	14273.331595560917776
37000	14273.331595560917776
38000	14273.331595560917776
39000	14273.331595560917776
40000	14273.331595560917776
41000	14273.331595560917776
42000	14273.331595560919595
43000	14273.331595560917776
44000	14273.331595560917776
45000	14273.331595560917776
46000	14273.331595560917776
47000	14273.331595560917776
48000	14273.331595560917776
49000	14273.331595560917776
50000	14273.331595560917776
51000	14273.331595560917776
52000	14273.331595560917776
53000	14273.331595560917776
54000	14273.331595560917776
55000	14273.331595560917776
56000	14273.331595560917776
57000	14273.331595560917776
58000	14273.331595560917776
59000	14273.331595560917776
60000	14273.331595560917776
61000	14273.331595560917776
62000	14273.331595560917776
63000	14273.331595560917776
64000	14273.331595560917776
65000	14273.331595560917776
66000	14273.331595560917776
67000	14273.331595560917776
68000	14273.331595560917776
69000	14273.331595560917776
70000	14273.331595560917776
71000	14273.331595560917776
72000	14273.331595560917776
73000	14273.331595560917776
74000	14273.331595560917776
75000	14273.331595560917776
76000	14273.331595560917776
77000	14273.331595560917776
78000	14273.331595560917776
79000	14273.331595560917776
80000	14273.331595560917776
81000	14273.331595560917776
82000	14273.331595560917776
83000	14273.331595560917776
84000	14273.331595560917776
85000	14273.331595560917776
86000	14273.331595560917776
87000	14273.331595560917776
88000	14273.331595560917776
89000	14273.331595560917776
90000	14273.331595560917776
91000	14273.331595560917776
92000	14273.331595560917776
93000	14273.331595560917776
94000	14273.331595560917776
95000	14273.331595560917776
96000	14273.331595560917776
97000	14273.331595560917776
98000	14273.331595560917776
99000	14273.331595560917776
100000	14273.331595560917776
101000	14273.331595560917776
102000	14273.331595560917776
103000	14273.331595560917776
104000	14273.331595560917776
105000	14273.331595560917776
106000	14273.331595560917776
107000	14273.331595560917776
108000	14273.331595560917776
109000	14273.331595560917776
110000	14273.331595560917776
111000	14273.331595560917776
112000	14273.331595560917776
113000	14273.331595560917776
114000	14273.331595560917776
115000	14273.331595560917776
116000	14273.331595560917776
117000	14273.331595560917776
117400	14273.331595560917776
last result:	(65.54786607536535,65.54786593596202,65.54786518826147,65.54786520305201,-124.82935592706039,65.54786497374769,65.54786543295928,65.54786505435143,65.54786513991895,65.54786592399883,65.54786478740837,65.54786442074513,65.54786486087754,-25.87741778788835,65.54786546008488,65.54786410314125,65.54786526274438,65.54786427600186,65.54786582899327,65.54786573378776,65.54786539213589,65.54786563206345,65.54786566470692,-25.877417248256727,65.54786491956658,65.54786550618655,65.54786548614202,65.54786598914053,65.54786540575822,65.54786575172062,65.54786461446889,-25.8774178202143,65.54786430708444,65.54786495952753,65.54786587957916,65.54786430814413,65.54786490094867,65.54786493348807,65.54786592139924,65.54786499932548)
